# kml2gmt: KML read from smooth7.kml
# smooth
> -L"0"
44.4641113281	40.6821289062
44.4860839844	40.6651000977
44.5075073242	40.6491088867
44.5344848633	40.63671875
44.5607299805	40.6185302734
44.5737304688	40.5961303711
44.579284668	40.5747070312
44.5825195312	40.5089111328
44.6072998047	40.4431152344
44.6237182617	40.3823242188
44.6533203125	40.3333129883
44.6781005859	40.2857055664
44.7075195312	40.246887207
44.7255249023	40.1992797852
44.7338867188	40.1660766602
44.7437133789	40.1301269531
44.7647094727	40.0947265625
44.7954711914	40.0609130859
44.8291015625	40.0253295898
44.8568725586	40.00390625
44.8837280273	39.9794921875
44.9058837891	39.9655151367
44.9376831055	39.9338989258
44.9959106445	39.9005126953
45.0526733398	39.8491210938
45.0786743164	39.8270874023
45.0966796875	39.8067016602
45.1154785156	39.7836914062
45.1381225586	39.7570800781
45.1489257812	39.7412719727
45.1646728516	39.7243041992
45.1776733398	39.7055053711
45.1948852539	39.6823120117
45.2089233398	39.6492919922
45.2175292969	39.6198730469
45.2235107422	39.5996704102
45.237121582	39.5733032227
45.2523193359	39.544128418
45.2739257812	39.5189208984
45.2880859375	39.4931030273
45.3048706055	39.4752807617
45.3428955078	39.4370727539
45.3790893555	39.3967285156
> -L"0"
44.3074951172	40.87890625
44.3118896484	40.8645019531
44.3187255859	40.8513183594
44.3344726562	40.8322753906
44.3452758789	40.8167114258
44.354675293	40.8048706055
44.3662719727	40.7894897461
44.3729248047	40.7802734375
44.3801269531	40.7681274414
44.3897094727	40.7498779297
> -L"0"
44.1655273438	40.9138793945
44.1829223633	40.8994750977
44.2047119141	40.8775024414
44.2200927734	40.862121582
44.2412719727	40.844909668
44.262878418	40.8284912109
44.2808837891	40.8178710938
44.3067016602	40.8060913086
44.3311157227	40.7908935547
44.354675293	40.7755126953
44.3895263672	40.7498779297
44.4230957031	40.7158813477
44.4642944336	40.6818847656
> -L"0"
43.382897	40.35554
43.430173373	40.392835151
43.491201289	40.439820003
43.554765404	40.490206191
43.609885938	40.521840727
43.65166192	40.554545478
43.67998873	40.590416662
43.732279822	40.677797846
43.784908	40.757122
43.811833	40.796531
> -L"0"
45.2883300781	40.5065307617
45.3643188477	40.4749145508
45.4411010742	40.4384765625
45.5225219727	40.4000854492
45.5255126953	40.3978881836
45.5791015625	40.3754882812
45.5863037109	40.3731079102
45.6370849609	40.3574829102
45.7094726562	40.3204956055
45.7692871094	40.2874755859
45.7794799805	40.2807006836
45.8262939453	40.2650756836
45.8833007812	40.2565307617
45.9370727539	40.2437133789
46.0026855469	40.2186889648
46.0684814453	40.2078857422
46.1072998047	40.2005004883
46.1765136719	40.1773071289
46.2540893555	40.1574707031
46.3278808594	40.1350708008
46.3795166016	40.1301269531
46.4680786133	40.1198730469
46.4711303711	40.1198730469
46.5603027344	40.1376953125
46.6152954102	40.1663208008
46.6594848633	40.2169189453
46.7103271484	40.2534790039
> -L"0"
44.3267211914	40.8787231445
44.362487793	40.8668823242
44.403503418	40.8480834961
44.4492797852	40.8298950195
44.5010986328	40.8088989258
44.5454711914	40.7918701172
44.5853271484	40.7763061523
44.6182861328	40.7645263672
44.6563110352	40.746887207
44.6904907227	40.7322998047
44.7351074219	40.7156982422
44.7686767578	40.7036743164
44.8118896484	40.6918945312
44.8493041992	40.6798706055
44.8890991211	40.6602783203
44.9439086914	40.6412963867
44.9893188477	40.6260986328
45.0197143555	40.614074707
45.0581054688	40.6002807617
45.0892944336	40.5891113281
45.1511230469	40.5593261719
45.2200927734	40.5328979492
45.2880859375	40.5070800781
> -L"0"
43.3197021484	41.0598754883
43.3922729492	41.0405273438
43.4545288086	41.0213012695
43.5067138672	41.0045166016
43.5465087891	40.9984741211
43.6005249023	40.9813232422
43.6417236328	40.9760742188
43.6862792969	40.9733276367
43.7352905273	40.9639282227
43.7830810547	40.9578857422
43.8231201172	40.9555053711
43.8726806641	40.9503173828
> -L"0"
43.8731079102	40.9503173828
43.9033203125	40.9506835938
43.9331054688	40.9487304688
43.9633178711	40.9447021484
44.0032958984	40.9334716797
44.0438842773	40.9273071289
44.0961303711	40.9216918945
44.1491088867	40.9187011719
44.2017211914	40.9107055664
44.262878418	40.897277832
44.3270874023	40.8787231445
> -L"0"
44.8437004983	40.6684004962
44.9296004772	40.6139004827
44.9962005019	40.5741004944
45.076600492	40.541800499
45.1552004814	40.5020004809
45.2282004952	40.4586004913
45.310400486	40.405000478
45.3613004982	40.3652004898
45.4260004759	40.3051005006
45.4814004898	40.2525004745
45.522900492	40.2135004997
45.5671004951	40.1797004938
45.6001004875	40.1589004993
45.6287004948	40.1387004852
45.6589004993	40.1129004955
45.7029004991	40.0745005012
45.7549004853	40.0109004974
45.7905004919	39.9623004794
45.8183004856	39.9269004762
45.8397004902	39.8985005021
45.8681004941	39.8631004989
45.8947004974	39.8481004834
45.911100477	39.8391004801
45.9299004972	39.8271004856
45.9411004782	39.8069005013
45.9437004924	39.7787005007
45.9495005012	39.7449004948
45.9683004916	39.7089004815
45.9971005023	39.6817004979
46.0133004785	39.6609004736
46.1371004879	39.5095004737
46.1731005013	39.4431004822
46.1904004812	39.4109004736
46.2088004947	39.3761004806
46.2315004766	39.3333005011
46.2521004975	39.2833004892
46.2777004838	39.2039004862
46.3157005012	39.1139004827
46.331700474	39.090500474
46.3350004852	39.0839004815
46.3378005028	39.0780004859
46.3404004872	39.0709004998
46.3466005027	39.0606004894
46.3551004827	39.052300483
46.3657004833	39.0461004972
46.3763004839	39.0417004824
46.3901004791	39.0357005
46.4009004831	39.0271004736
46.4085004926	39.0167004764
46.4137004912	38.99990049
46.4201004803	38.9849004745
46.4319005013	38.9727004766
46.4517004788	38.9595004916
46.4669004977	38.9493004978
46.4919004738	38.9329004884
46.5197004974	38.8983004987
46.5325004756	38.8677004874
> -L"0"
42.6511602925	40.005229728
42.6583949411	40.0077202181
42.6650724505	40.010955305
42.6729049684	40.0152573245
42.6826437109	40.0179390622
42.6901065591	40.0210423563
42.6981490291	40.0234061444
42.706553093	40.0263710038
42.7174331864	40.0295213212
42.7247577736	40.0300902942
42.7323259963	40.0312636705
42.7413831624	40.0341070445
42.7502563259	40.0357256821
42.759124143	40.0373426365
42.7690916105	40.0400345349
42.7771678722	40.0417876968
42.7842219269	40.0430830553
42.7924916459	40.046729417
42.7998602711	40.0492608875
42.8106189941	40.0518306874
42.8170572525	40.0538917171
42.8246445617	40.0570373338
42.8338388216	40.0598996293
42.8411004973	40.0618202738
42.8515120213	40.0657340848
42.8581887229	40.0683894926
42.8682858955	40.0710045981
42.8770341481	40.0743315724
42.8866629648	40.0781140807
42.89326967	40.0807432231
42.9024168752	40.0837850401
42.9093858715	40.0872540006
42.9171645839	40.0882886402
42.9246626318	40.0911768365
42.9333352296	40.0952747657
42.9410480939	40.0989310323
42.9487603787	40.1025861277
42.9580466599	40.1059782053
42.9671604195	40.1087830056
42.9754896794	40.1117189421
42.9829397152	40.1142957059
42.9914590019	40.1174282692
42.9990235223	40.1200916309
43.0077902858	40.1238425388
43.0154177255	40.1265277635
43.0239020537	40.1291131977
43.0326012942	40.1323069552
43.0431879962	40.1358957
43.0528146547	40.1390104872
43.0612916361	40.1410448408
43.0681246386	40.1437857336
43.077444155	40.1466283231
43.0841508701	40.1492719986
43.091199246	40.1531121227
43.1002054476	40.1578729475
43.1070675958	40.1611035238
43.1136641591	40.1662859232
43.1207430981	40.1701451063
43.1272072488	40.174754058
43.1335139986	40.1792537674
> -L"0"
42.602301	39.986002
42.220223	39.800612
> -L"0"
43.341496	40.287443
43.220577	40.21175
> -L"0"
43.7611083984	41.2556762695
43.7396850586	41.2805175781
43.7163085938	41.3040771484
43.6918945312	41.3233032227
43.6751098633	41.3356933594
43.6602783203	41.3466796875
43.6428833008	41.3643188477
43.6243286133	41.3818969727
43.6085205078	41.395690918
43.588684082	41.4168701172
43.5709228516	41.4359130859
43.5416870117	41.4713134766
43.5147094727	41.4989013672
43.4981079102	41.510925293
43.4760742188	41.5307006836
43.4536743164	41.5504760742
43.4353027344	41.5726928711
> -L"0"
43.997497	41.03843
43.946934	41.081091
43.891004	41.13336
43.853909	41.179421
43.807407	41.237508
43.783926	41.265084
> -L"0"
43.6353149414	41.029296875
43.6530761719	41.0587158203
43.670715332	41.0814819336
