id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
61952|IR.AFRZ|33.43|59.01|329.0|0.28|371|SKKSac|31.0|31.0|0.5|0.5|good quality individual splitting measurement
61953|IR.AFRZ|33.43|59.01|349.0|1.0|371|PKSdf|31.0|31.0|0.62|0.62|good quality individual splitting measurement
61954|IR.AFRZ|33.43|59.01|319.0|0.32|371|SKSac|36.0|36.0|0.66|0.66|good quality individual splitting measurement
61955|IR.AHWZ|31.33|48.64|53.0|0.4|371|SKSac|35.0|35.0|0.82|0.82|good quality individual splitting measurement
61956|IR.AHWZ|31.33|48.64|21.0|0.51|371|SKSac|19.0|19.0|0.31|0.31|good quality individual splitting measurement
61957|IR.AKL|36.59|58.75|332.0|0.72|371|SKSac|9.0|9.0|0.15|0.15|good quality individual splitting measurement
61958|IR.AKL|36.59|58.75|317.0|0.92|371|SKKSac|5.0|5.0|0.1|0.1|good quality individual splitting measurement
61959|IR.AKL|36.59|58.75|331.0|0.41|371|SKSac|21.0|21.0|0.21|0.21|good quality individual splitting measurement
61960|IR.AKL|36.59|58.75|335.0|0.72|371|SKSac|13.0|13.0|0.26|0.26|good quality individual splitting measurement
61961|IR.AKL|36.59|58.75|324.0|0.62|371|SKSac|14.0|14.0|0.15|0.15|good quality individual splitting measurement
61962|IR.AKL|36.59|58.75|322.0|0.82|371|SKSac|9.0|9.0|0.15|0.15|good quality individual splitting measurement
61963|IR.AMIS|31.67|49.29|14.0|0.84|371|SKKSac|17.0|17.0|0.5|0.5|good quality individual splitting measurement
61964|IR.AMIS|31.67|49.29|12.0|0.96|371|SKSac|25.0|25.0|0.8|0.8|good quality individual splitting measurement
61965|IR.ANAR|33.19|53.73|301.0|0.76|371|SKSac|35.0|35.0|0.77|0.77|good quality individual splitting measurement
61966|IR.ANAR|33.19|53.73|292.0|1.38|371|SKSac|7.0|7.0|0.32|0.32|good quality individual splitting measurement
61967|IR.AZR|37.68|45.98|316.0|0.41|371|SKSac|10.0|10.0|0.1|0.1|good quality individual splitting measurement
61968|IR.BZA|34.47|47.86|49.0|0.98|371|PKSbc|27.0|27.0|0.48|0.48|good quality individual splitting measurement
61969|IR.BZA|34.47|47.86|72.0|0.82|371|SKKSac|29.0|29.0|0.48|0.48|good quality individual splitting measurement
61970|IR.BZA|34.47|47.86|41.0|0.9|371|SKSac|25.0|25.0|0.33|0.33|good quality individual splitting measurement
61971|IR.CHMN|29.86|57.54|319.0|0.72|371|PKSbc|10.0|10.0|0.1|0.1|good quality individual splitting measurement
61972|IR.CHMN|29.86|57.54|316.0|1.03|371|PKSbc|11.0|11.0|0.21|0.21|good quality individual splitting measurement
61973|IR.CHMN|29.86|57.54|316.0|0.18|371|PKSbc|17.0|17.0|0.18|0.18|good quality individual splitting measurement
61974|IR.CHMN|29.86|57.54|306.0|0.92|371|PKSbc|9.0|9.0|0.21|0.21|good quality individual splitting measurement
61975|IR.CHMN|29.86|57.54|320.0|0.34|371|PKSbc|40.0|40.0|0.8|0.8|good quality individual splitting measurement
61976|IR.CHMN|29.86|57.54|322.0|0.9|371|PKSbc|15.0|15.0|0.24|0.24|good quality individual splitting measurement
61977|IR.CHMN|29.86|57.54|312.0|0.72|371|PKSbc|8.0|8.0|0.1|0.1|good quality individual splitting measurement
61978|IR.CHMN|29.86|57.54|322.0|0.62|371|SKSac|21.0|21.0|0.26|0.26|good quality individual splitting measurement
61979|IR.CHMN|29.86|57.54|324.0|0.76|371|SKSac|18.0|18.0|0.25|0.25|good quality individual splitting measurement
61980|IR.CHMN|29.86|57.54|343.0|1.13|371|PKSbc|11.0|11.0|0.41|0.41|good quality individual splitting measurement
61981|IR.CHMN|29.86|57.54|314.0|0.51|371|SKKSac|22.0|22.0|0.26|0.26|good quality individual splitting measurement
61982|IR.CSN1|37.56|49.1|53.0|0.94|371|PKSbc|30.0|30.0|0.4|0.4|good quality individual splitting measurement
61983|IR.CSN1|37.56|49.1|32.0|1.66|371|SKSac|9.0|9.0|0.53|0.53|good quality individual splitting measurement
61984|IR.CSN1|37.56|49.1|44.0|0.56|371|PKSbc|34.0|34.0|0.48|0.48|good quality individual splitting measurement
61985|IR.CSN1|37.56|49.1|50.0|1.4|371|SKSac|19.0|19.0|0.45|0.45|good quality individual splitting measurement
61986|IR.DHL1|32.68|47.28|37.0|0.72|371|PKSbc|15.0|15.0|0.41|0.41|good quality individual splitting measurement
61987|IR.DHR|34.7|46.39|24.0|1.14|371|SKSac|9.0|9.0|0.46|0.46|good quality individual splitting measurement
61988|IR.DOB|33.79|48.18|87.0|0.24|371|SKSac|31.0|31.0|0.54|0.54|good quality individual splitting measurement
61989|IR.DOB|33.79|48.18|55.0|0.78|371|SKSac|17.0|17.0|0.28|0.28|good quality individual splitting measurement
61990|IR.DOB|33.79|48.18|51.0|1.02|371|PKSbc|19.0|19.0|0.37|0.37|good quality individual splitting measurement
61991|IR.DOB|33.79|48.18|37.0|1.5|371|SKSac|11.0|11.0|0.3|0.3|good quality individual splitting measurement
61992|IR.DOB|33.79|48.18|44.0|0.62|371|SKSac|13.0|13.0|0.1|0.1|good quality individual splitting measurement
61993|IR.EMG|37.41|58.65|324.0|0.26|371|SKSac|25.0|25.0|0.24|0.24|good quality individual splitting measurement
61994|IR.GENO|27.4|56.17|350.0|1.03|371|PKSbc|6.0|6.0|0.31|0.31|good quality individual splitting measurement
61995|IR.HSAM|34.21|48.6|19.0|1.82|371|SKKSac|5.0|5.0|0.15|0.15|good quality individual splitting measurement
61996|IR.HSAM|34.21|48.6|41.0|1.06|371|SKSac|12.0|12.0|0.19|0.19|good quality individual splitting measurement
61997|IR.HSAM|34.21|48.6|56.0|0.62|371|SKSac|15.0|15.0|0.31|0.31|good quality individual splitting measurement
61998|IR.JHRM|28.5|53.58|26.0|0.32|371|SKSac|47.0|47.0|1.36|1.36|good quality individual splitting measurement
61999|IR.KCHF|34.28|47.04|2.0|0.24|371|SKSac|18.0|18.0|0.18|0.18|good quality individual splitting measurement
62000|IR.KCHF|34.28|47.04|316.0|0.38|371|SKSac|42.0|42.0|0.91|0.91|good quality individual splitting measurement
62001|IR.KFM|33.52|47.85|70.0|0.6|371|SKKSac|46.0|46.0|1.18|1.18|good quality individual splitting measurement
62002|IR.KHGB|30.38|56.48|310.0|0.28|371|PKSbc|29.0|29.0|0.34|0.34|good quality individual splitting measurement
62003|IR.KHGB|30.38|56.48|329.0|1.52|371|SKSac|40.0|40.0|0.96|0.96|good quality individual splitting measurement
62004|IR.KHGB|30.38|56.48|317.0|0.2|371|SKSac|15.0|15.0|0.18|0.18|good quality individual splitting measurement
62005|IR.KHGB|30.38|56.48|53.0|0.84|371|PKSbc|40.0|40.0|0.52|0.52|good quality individual splitting measurement
62006|IR.KHNJ|27.95|57.71|358.0|1.14|371|PKSbc|12.0|12.0|0.35|0.35|good quality individual splitting measurement
62007|IR.KLH|33.32|51.58|319.0|0.4|371|SKSac|26.0|26.0|0.28|0.28|good quality individual splitting measurement
62008|IR.KLNJ|31.01|51.59|6.0|0.82|371|SKKSac|22.0|22.0|0.31|0.31|good quality individual splitting measurement
62009|IR.KLNJ|31.01|51.59|359.0|0.92|371|PKSbc|9.0|9.0|0.21|0.21|good quality individual splitting measurement
62010|IR.KMR|33.52|48.38|45.0|1.16|371|SKSac|25.0|25.0|0.49|0.49|good quality individual splitting measurement
62011|IR.KOM|34.18|47.51|42.0|0.62|371|SKSac|26.0|26.0|0.33|0.33|good quality individual splitting measurement
62012|IR.KOM|34.18|47.51|29.0|1.44|371|SKKSac|16.0|16.0|0.67|0.67|good quality individual splitting measurement
62013|IR.KRD|36.78|59.51|316.0|0.62|371|PKSdf|16.0|16.0|0.19|0.19|good quality individual splitting measurement
62014|IR.KRD|36.78|59.51|286.0|1.92|371|SKKSac|3.0|3.0|0.15|0.15|good quality individual splitting measurement
62015|IR.KRD|36.78|59.51|314.0|1.08|371|PKSbc|11.0|11.0|0.2|0.2|good quality individual splitting measurement
62016|IR.KRSH|33.97|52.14|302.0|0.44|371|PKSbc|28.0|28.0|0.42|0.42|good quality individual splitting measurement
62017|IR.KRSH|33.97|52.14|321.0|0.58|371|SKSac|33.0|33.0|0.68|0.68|good quality individual splitting measurement
62018|IR.LAR1|27.67|54.37|45.0|0.84|371|SKKSac|22.0|22.0|0.29|0.29|good quality individual splitting measurement
62019|IR.LHJ2|37.17|50.06|357.0|0.32|371|SKSac|26.0|26.0|0.34|0.34|good quality individual splitting measurement
62020|IR.LHJ2|37.17|50.06|36.0|1.84|371|SKKSac|38.0|38.0|0.84|0.84|good quality individual splitting measurement
62021|IR.LIN|34.92|46.96|343.0|0.92|371|SKSac|24.0|24.0|0.51|0.51|good quality individual splitting measurement
62022|IR.LIN|34.92|46.96|31.0|0.48|371|SKSac|27.0|27.0|0.42|0.42|good quality individual splitting measurement
62023|IR.LMD1|27.34|53.16|26.0|0.62|371|SKSac|9.0|9.0|0.26|0.26|good quality individual splitting measurement
62024|IR.LMD1|27.34|53.16|22.0|1.13|371|PKSbc|3.0|3.0|0.15|0.15|good quality individual splitting measurement
62025|IR.LMD1|27.34|53.16|31.0|0.72|371|PKSbc|12.0|12.0|0.21|0.21|good quality individual splitting measurement
62026|IR.LMD1|27.34|53.16|46.0|0.68|371|PKSbc|25.0|25.0|0.3|0.3|good quality individual splitting measurement
62027|IR.LMD1|27.34|53.16|21.0|1.68|371|SKKSac|8.0|8.0|0.55|0.55|good quality individual splitting measurement
62028|IR.LMD1|27.34|53.16|10.0|1.68|371|SKKSac|9.0|9.0|0.52|0.52|good quality individual splitting measurement
62029|IR.LMD1|27.34|53.16|27.0|0.72|371|PKSbc|10.0|10.0|0.1|0.1|good quality individual splitting measurement
62030|IR.LMD1|27.34|53.16|83.0|0.36|371|SKSac|18.0|18.0|0.16|0.16|good quality individual splitting measurement
62031|IR.LMD1|27.34|53.16|12.0|0.92|371|SKKSac|14.0|14.0|0.31|0.31|good quality individual splitting measurement
62032|IR.LMD1|27.34|53.16|23.0|1.13|371|SKKSac|7.0|7.0|0.51|0.51|good quality individual splitting measurement
62033|IR.MND|37.24|55.39|66.0|0.3|371|PKSbc|24.0|24.0|0.22|0.22|good quality individual splitting measurement
62034|IR.MND|37.24|55.39|50.0|0.84|371|PKSbc|21.0|21.0|0.28|0.28|good quality individual splitting measurement
62035|IR.MND|37.24|55.39|26.0|1.03|371|PKSbc|13.0|13.0|0.31|0.31|good quality individual splitting measurement
62036|IR.MND|37.24|55.39|57.0|1.44|371|SKKSac|8.0|8.0|0.36|0.36|good quality individual splitting measurement
62037|IR.MND|37.24|55.39|54.0|1.33|371|SKKSac|6.0|6.0|0.21|0.21|good quality individual splitting measurement
62038|IR.MND|37.24|55.39|31.0|1.6|371|SKSac|14.0|14.0|0.57|0.57|good quality individual splitting measurement
62039|IR.MND|37.24|55.39|35.0|1.06|371|PKSbc|13.0|13.0|0.21|0.21|good quality individual splitting measurement
62040|IR.MYA|36.34|60.1|313.0|0.48|371|PKSbc|26.0|26.0|0.26|0.26|good quality individual splitting measurement
62041|IR.MYA|36.34|60.1|274.0|0.62|371|SKKSac|39.0|39.0|1.3|1.3|good quality individual splitting measurement
62042|IR.NGCH|25.36|61.14|28.0|0.24|371|PKSbc|16.0|16.0|0.14|0.14|good quality individual splitting measurement
62043|IR.NGCH|25.36|61.14|29.0|1.03|371|SKSac|7.0|7.0|0.21|0.21|good quality individual splitting measurement
62044|IR.NGCH|25.36|61.14|14.0|1.14|371|SKKSac|27.0|27.0|0.62|0.62|good quality individual splitting measurement
62045|IR.NHDN|31.39|60.05|344.0|0.92|371|SKSac|16.0|16.0|0.26|0.26|good quality individual splitting measurement
62046|IR.NHDN|31.39|60.05|335.0|1.04|371|SKSac|10.0|10.0|0.27|0.27|good quality individual splitting measurement
62047|IR.NHDN|31.39|60.05|336.0|0.92|371|SKKSac|7.0|7.0|0.15|0.15|good quality individual splitting measurement
62048|IR.NHDN|31.39|60.05|332.0|0.82|371|SKSac|10.0|10.0|0.21|0.21|good quality individual splitting measurement
62049|IR.NHDN|31.39|60.05|318.0|1.42|371|SKKSac|32.0|32.0|0.74|0.74|good quality individual splitting measurement
62050|IR.NHDN|31.39|60.05|335.0|0.92|371|SKSac|8.0|8.0|0.21|0.21|good quality individual splitting measurement
62051|IR.NHDN|31.39|60.05|339.0|0.72|371|SKSac|13.0|13.0|0.41|0.41|good quality individual splitting measurement
62052|IR.NIAN|27.56|56.83|0.0|1.44|371|PKSdf|37.0|37.0|0.88|0.88|good quality individual splitting measurement
62053|IR.NIAN|27.56|56.83|359.0|1.64|371|PKSbc|5.0|5.0|0.26|0.26|good quality individual splitting measurement
62054|IR.NIAN|27.56|56.83|336.0|1.46|371|SKKSac|35.0|35.0|0.76|0.76|good quality individual splitting measurement
62055|IR.NIAN|27.56|56.83|354.0|1.84|371|SKSdf|25.0|25.0|0.46|0.46|good quality individual splitting measurement
62056|IR.QABG|35.71|49.58|34.0|0.24|371|SKSac|28.0|28.0|0.3|0.3|good quality individual splitting measurement
62057|IR.QABG|35.71|49.58|276.0|0.44|371|SKSac|40.0|40.0|1.44|1.44|good quality individual splitting measurement
62058|IR.QABG|35.71|49.58|85.0|0.82|371|SKKSac|26.0|26.0|0.64|0.64|good quality individual splitting measurement
62059|IR.QABG|35.71|49.58|293.0|0.96|371|PKSbc|23.0|23.0|0.44|0.44|good quality individual splitting measurement
62060|IR.QABG|35.71|49.58|286.0|1.92|371|SKKSac|57.0|57.0|1.64|1.64|good quality individual splitting measurement
62061|IR.QALM|36.43|50.65|42.0|0.4|371|SKKSac|29.0|29.0|0.46|0.46|good quality individual splitting measurement
62062|IR.RAM|31.81|52.38|308.0|0.2|371|SKSac|28.0|28.0|0.22|0.22|good quality individual splitting measurement
62063|IR.RAM|31.81|52.38|311.0|0.24|371|SKSac|30.0|30.0|0.26|0.26|good quality individual splitting measurement
62064|IR.RAM|31.81|52.38|318.0|0.28|371|PKSbc|35.0|35.0|0.34|0.34|good quality individual splitting measurement
62065|IR.ROKH|32.4|51.07|7.0|0.54|371|SKSac|24.0|24.0|0.44|0.44|good quality individual splitting measurement
62066|IR.ROKH|32.4|51.07|355.0|0.5|371|SKSac|30.0|30.0|0.58|0.58|good quality individual splitting measurement
62067|IR.RST1|37.23|49.63|9.0|1.76|371|PKSbc|9.0|9.0|0.71|0.71|good quality individual splitting measurement
62068|IR.SBZV|36.39|57.61|55.0|1.12|371|SKSac|31.0|31.0|0.5|0.5|good quality individual splitting measurement
62069|IR.SBZV|36.39|57.61|47.0|0.56|371|SKSac|33.0|33.0|0.62|0.62|good quality individual splitting measurement
62070|IR.SBZV|36.39|57.61|50.0|0.8|371|PKSbc|15.0|15.0|0.18|0.18|good quality individual splitting measurement
62071|IR.SBZV|36.39|57.61|46.0|0.28|371|SKKSac|28.0|28.0|0.34|0.34|good quality individual splitting measurement
62072|IR.SBZV|36.39|57.61|67.0|0.51|371|SKSac|30.0|30.0|0.51|0.51|good quality individual splitting measurement
62073|IR.SBZV|36.39|57.61|42.0|0.98|371|SKSac|37.0|37.0|1.24|1.24|good quality individual splitting measurement
62074|IR.SFB|34.35|52.24|291.0|0.62|371|SKSac|24.0|24.0|0.41|0.41|good quality individual splitting measurement
62075|IR.SFB|34.35|52.24|283.0|1.33|371|SKSac|5.0|5.0|0.41|0.41|good quality individual splitting measurement
62076|IR.SHI|29.64|52.52|338.0|1.46|371|SKSac|6.0|6.0|0.32|0.32|good quality individual splitting measurement
62077|IR.SHI|29.64|52.52|319.0|0.22|371|SKSac|33.0|33.0|0.4|0.4|good quality individual splitting measurement
62078|IR.SHK1|32.33|50.88|356.0|0.54|371|SKKSac|32.0|32.0|0.78|0.78|good quality individual splitting measurement
62079|IR.SRO|36.31|59.47|313.0|0.24|371|SKSac|23.0|23.0|0.18|0.18|good quality individual splitting measurement
62080|IR.SRO|36.31|59.47|301.0|0.72|371|SKSac|13.0|13.0|0.31|0.31|good quality individual splitting measurement
62081|IR.SRO|36.31|59.47|322.0|0.2|371|SKSac|34.0|34.0|0.3|0.3|good quality individual splitting measurement
62082|IR.SRO|36.31|59.47|293.0|1.22|371|SKKSac|11.0|11.0|0.21|0.21|good quality individual splitting measurement
62083|IR.SRO|36.31|59.47|74.0|0.28|371|SKSac|41.0|41.0|0.54|0.54|good quality individual splitting measurement
62084|IR.SRO|36.31|59.47|53.0|0.24|371|PKSbc|38.0|38.0|0.9|0.9|good quality individual splitting measurement
62085|IR.TAHR|38.49|47.05|61.0|1.84|371|PKSdf|10.0|10.0|0.48|0.48|good quality individual splitting measurement
62086|IR.TBJM|35.27|60.33|67.0|1.03|371|PKSbc|9.0|9.0|0.21|0.21|good quality individual splitting measurement
62087|IR.TKDS|33.61|57.12|314.0|0.22|371|PKSbc|32.0|32.0|0.34|0.34|good quality individual splitting measurement
62088|IR.TKDS|33.61|57.12|317.0|0.28|371|PKSbc|30.0|30.0|0.38|0.38|good quality individual splitting measurement
62089|IR.TPRV|33.03|56.69|47.0|0.2|371|PKSbc|18.0|18.0|0.2|0.2|good quality individual splitting measurement
62090|IR.TVRZ|38.5|46.67|72.0|1.46|371|SKSac|12.0|12.0|0.39|0.39|good quality individual splitting measurement
62091|IR.VIS|34.53|46.85|329.0|0.82|371|SKSac|5.0|5.0|0.15|0.15|good quality individual splitting measurement
62092|IR.VIS|34.53|46.85|326.0|0.82|371|SKSac|6.0|6.0|0.15|0.15|good quality individual splitting measurement
62093|IR.VIS|34.53|46.85|326.0|0.51|371|SKSac|14.0|14.0|0.21|0.21|good quality individual splitting measurement
62094|IR.VRN|35.0|51.73|297.0|1.23|371|PKSbc|5.0|5.0|0.15|0.15|good quality individual splitting measurement
62095|IR.VRN|35.0|51.73|295.0|1.33|371|PKSbc|8.0|8.0|0.21|0.21|good quality individual splitting measurement
62096|IR.VRN|35.0|51.73|292.0|1.33|371|PKSbc|8.0|8.0|0.31|0.31|good quality individual splitting measurement
62097|IR.VRN|35.0|51.73|285.0|1.64|371|SKSac|12.0|12.0|0.92|0.92|good quality individual splitting measurement
62098|IR.VRN|35.0|51.73|315.0|0.2|371|SKSac|30.0|30.0|0.48|0.48|good quality individual splitting measurement
62099|IR.VRN|35.0|51.73|291.0|1.23|371|PKSbc|5.0|5.0|0.15|0.15|good quality individual splitting measurement
62100|IR.ZEF|32.9|52.33|304.0|0.72|371|SKSac|17.0|17.0|0.36|0.36|good quality individual splitting measurement
62101|IR.ZEF|32.9|52.33|334.0|0.72|371|SKSac|13.0|13.0|0.36|0.36|good quality individual splitting measurement
62102|IR.ZEF|32.9|52.33|329.0|0.2|371|PKSbc|31.0|31.0|0.28|0.28|good quality individual splitting measurement
62103|IR.ZHDN|29.4|60.81|306.0|0.46|371|SKSac|38.0|38.0|0.49|0.49|good quality individual splitting measurement
62104|IR.ZHDN|29.4|60.81|297.0|0.82|371|SKSac|11.0|11.0|0.36|0.36|good quality individual splitting measurement
62105|IR.ZHDN|29.4|60.81|307.0|0.51|371|SKSac|25.0|25.0|0.36|0.36|good quality individual splitting measurement
62106|IR.ZHDN|29.4|60.81|321.0|0.62|371|SKKSac|15.0|15.0|0.15|0.15|good quality individual splitting measurement
62107|IR.ZHDN|29.4|60.81|310.0|1.03|371|PKSbc|15.0|15.0|0.51|0.51|good quality individual splitting measurement
62108|IR.ZHDN|29.4|60.81|330.0|0.72|371|SKSac|18.0|18.0|0.21|0.21|good quality individual splitting measurement
62109|IR.ZHDN|29.4|60.81|286.0|1.86|371|PKSbc|28.0|28.0|0.36|0.36|good quality individual splitting measurement
62110|KH.QUV|37.04|58.48|54.0|1.03|371|SKSac|5.0|5.0|0.1|0.1|good quality individual splitting measurement
62111|KH.QUV|37.04|58.48|53.0|0.92|371|SKSac|11.0|11.0|0.21|0.21|good quality individual splitting measurement
62112|KO.AGRB|39.58|42.99|31.0|2.27|371|SKSac|8.0|8.0|0.63|0.63|good quality individual splitting measurement
62113|KO.AKDM|38.33|42.98|33.0|1.37|371|SKKSac|12.0|12.0|0.28|0.28|good quality individual splitting measurement
62114|KO.AKDM|38.33|42.98|52.0|0.98|371|SKKSac|10.0|10.0|0.16|0.16|good quality individual splitting measurement
62115|KO.AKDM|38.33|42.98|44.0|0.93|371|SKSac|9.0|9.0|0.09|0.09|good quality individual splitting measurement
62116|KO.CLDR|39.14|43.92|45.0|0.84|371|SKSac|23.0|23.0|0.49|0.49|good quality individual splitting measurement
62117|KO.CUKT|37.25|43.61|330.0|0.55|371|SKKSac|26.0|26.0|0.4|0.4|good quality individual splitting measurement
62118|KO.CUKT|37.25|43.61|67.0|0.76|371|SKSac|21.0|21.0|0.35|0.35|good quality individual splitting measurement
62119|KO.CUKT|37.25|43.61|60.0|2.51|371|SKKSac|5.0|5.0|0.34|0.34|good quality individual splitting measurement
62120|KO.CUKT|37.25|43.61|61.0|0.86|371|SKSac|13.0|13.0|0.2|0.2|good quality individual splitting measurement
62121|KO.CUKT|37.25|43.61|53.0|1.51|371|SKKSac|12.0|12.0|0.6|0.6|good quality individual splitting measurement
62122|KO.CUKT|37.25|43.61|77.0|2.5|371|SKKSac|7.0|7.0|0.55|0.55|good quality individual splitting measurement
62123|KO.CUKT|37.25|43.61|81.0|1.82|371|SKSac|9.0|9.0|0.49|0.49|good quality individual splitting measurement
62124|KO.CUKT|37.25|43.61|35.0|0.78|371|SKKSac|55.0|55.0|1.7|1.7|good quality individual splitting measurement
62125|KO.CUKT|37.25|43.61|66.0|0.72|371|SKSac|21.0|21.0|0.23|0.23|good quality individual splitting measurement
62126|KO.CUKT|37.25|43.61|87.0|1.52|371|SKSac|6.0|6.0|0.73|0.73|good quality individual splitting measurement
62127|KO.GURO|38.55|42.03|43.0|0.44|371|SKKSac|24.0|24.0|0.34|0.34|good quality individual splitting measurement
62128|KO.KARO|39.31|41.05|63.0|1.02|371|SKSac|11.0|11.0|0.18|0.18|good quality individual splitting measurement
62129|KO.MLAZ|39.14|42.55|47.0|0.64|371|SKKSac|26.0|26.0|0.3|0.3|good quality individual splitting measurement
62130|KO.SVAN|38.15|41.2|49.0|1.06|371|SKSac|7.0|7.0|0.11|0.11|good quality individual splitting measurement
62131|KO.SVAN|38.15|41.2|32.0|1.0|371|SKSac|23.0|23.0|0.55|0.55|good quality individual splitting measurement
62132|KO.SVAN|38.15|41.2|10.0|1.56|371|SKKSac|5.0|5.0|0.19|0.19|good quality individual splitting measurement
62133|KO.SVAN|38.15|41.2|37.0|0.98|371|SKSac|6.0|6.0|0.07|0.07|good quality individual splitting measurement
62134|KO.SVAN|38.15|41.2|35.0|3.04|371|PKSbc|11.0|11.0|0.72|0.72|good quality individual splitting measurement
62135|KO.VANB|38.51|43.41|44.0|1.54|371|SKSac|8.0|8.0|0.32|0.32|good quality individual splitting measurement
62136|KO.VANB|38.51|43.41|77.0|0.92|371|SKSac|20.0|20.0|0.3|0.3|good quality individual splitting measurement
62137|KW.MIB|29.8|47.34|338.0|0.55|371|SKKSac|24.0|24.0|0.35|0.35|good quality individual splitting measurement
62138|KW.MIB|29.8|47.34|318.0|0.4|371|SKKSac|29.0|29.0|0.5|0.5|good quality individual splitting measurement
62139|KW.MIB|29.8|47.34|316.0|0.41|371|SKSac|29.0|29.0|0.28|0.28|good quality individual splitting measurement
62140|KW.MIB|29.8|47.34|330.0|0.66|371|SKSac|29.0|29.0|0.55|0.55|good quality individual splitting measurement
62141|OM.ASH|24.68|56.06|338.0|1.05|371|SKKSac|13.0|13.0|0.24|0.24|good quality individual splitting measurement
62142|OM.ASH|24.68|56.06|287.0|0.32|371|PKSbc|34.0|34.0|1.33|1.33|good quality individual splitting measurement
62143|OM.ASH|24.68|56.06|305.0|0.45|371|PKSbc|25.0|25.0|0.23|0.23|good quality individual splitting measurement
62144|OM.ASH|24.68|56.06|328.0|1.47|371|SKSac|26.0|26.0|0.62|0.62|good quality individual splitting measurement
62145|OM.ASH|24.68|56.06|340.0|1.69|371|SKKSac|23.0|23.0|0.42|0.42|good quality individual splitting measurement
62146|OM.BID|23.52|58.13|27.0|1.72|371|SKKSac|12.0|12.0|0.38|0.38|good quality individual splitting measurement
62147|UE.GHWR|23.96|52.88|39.0|1.18|371|PKSdf|41.0|41.0|1.32|1.32|good quality individual splitting measurement
62148|UE.GHWR|23.96|52.88|37.0|1.83|371|SKKSac|15.0|15.0|0.51|0.51|good quality individual splitting measurement
62149|UE.GHWR|23.96|52.88|49.0|0.97|371|SKSac|19.0|19.0|0.22|0.22|good quality individual splitting measurement
62150|UE.GHWR|23.96|52.88|55.0|1.93|371|PKSbc|4.0|4.0|0.25|0.25|good quality individual splitting measurement
62151|UE.GHWR|23.96|52.88|32.0|1.45|371|SKKSac|55.0|55.0|0.94|0.94|good quality individual splitting measurement
62152|UE.GHWR|23.96|52.88|48.0|0.66|371|SKSac|39.0|39.0|0.8|0.8|good quality individual splitting measurement
62153|UE.GHWR|23.96|52.88|60.0|0.73|371|SKKSac|26.0|26.0|0.54|0.54|good quality individual splitting measurement
62154|UE.MZWR|23.76|53.88|37.0|1.2|371|SKKSac|12.0|12.0|0.19|0.19|good quality individual splitting measurement
62155|UE.MZWR|23.76|53.88|16.0|1.14|371|SKSac|29.0|29.0|0.76|0.76|good quality individual splitting measurement
62156|UE.MZWR|23.76|53.88|36.0|1.1|371|SKKSac|10.0|10.0|0.13|0.13|good quality individual splitting measurement
62157|UE.MZWR|23.76|53.88|24.0|0.86|371|SKSac|9.0|9.0|0.13|0.13|good quality individual splitting measurement
62158|UE.MZWR|23.76|53.88|63.0|0.45|371|SKSac|20.0|20.0|0.15|0.15|good quality individual splitting measurement
62159|UE.MZWR|23.76|53.88|40.0|0.78|371|PKSbc|34.0|34.0|0.55|0.55|good quality individual splitting measurement
62160|UE.MZWR|23.76|53.88|42.0|1.0|371|PKSbc|7.0|7.0|0.15|0.15|good quality individual splitting measurement
62161|UE.MZWR|23.76|53.88|42.0|1.14|371|PKSbc|9.0|9.0|0.21|0.21|good quality individual splitting measurement
62162|UE.MZWR|23.76|53.88|51.0|0.55|371|SKSac|37.0|37.0|0.61|0.61|good quality individual splitting measurement
62163|UE.MZWR|23.76|53.88|45.0|1.05|371|PKSbc|9.0|9.0|0.23|0.23|good quality individual splitting measurement
62164|UE.MZWR|23.76|53.88|67.0|0.84|371|SKSac|43.0|43.0|0.75|0.75|good quality individual splitting measurement
62165|UE.MZWR|23.76|53.88|6.0|0.27|371|PKSbc|40.0|40.0|1.09|1.09|good quality individual splitting measurement
62166|UE.SAK|25.98|50.54|349.0|0.56|371|SKKSac|31.0|31.0|0.41|0.41|good quality individual splitting measurement
62167|UE.SLWR|24.07|51.69|30.0|2.08|371|SKSac|11.0|11.0|0.51|0.51|good quality individual splitting measurement
62168|UE.SLWR|24.07|51.69|31.0|0.47|371|SKSac|32.0|32.0|0.41|0.41|good quality individual splitting measurement
62169|UE.SLWR|24.07|51.69|22.0|0.72|371|PKSbc|23.0|23.0|0.5|0.5|good quality individual splitting measurement
62170|UE.UMZA|22.71|55.16|23.0|0.73|371|SKKSac|14.0|14.0|0.2|0.2|good quality individual splitting measurement
62171|UE.UMZA|22.71|55.16|17.0|0.48|371|PKSbc|34.0|34.0|0.33|0.33|good quality individual splitting measurement
62172|UE.UMZA|22.71|55.16|24.0|0.37|371|PKSbc|32.0|32.0|0.59|0.59|good quality individual splitting measurement
62173|UE.UMZA|22.71|55.16|23.0|0.44|371|PKSbc|17.0|17.0|0.08|0.08|good quality individual splitting measurement
62174|UE.UMZA|22.71|55.16|21.0|0.48|371|PKSbc|26.0|26.0|0.28|0.28|good quality individual splitting measurement
62175|UE.UMZA|22.71|55.16|27.0|0.41|371|PKSbc|24.0|24.0|0.17|0.17|good quality individual splitting measurement
