id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
47|ANTO|39.9|32.8|25.0|1.3|4|SKS|||||
48|ASH|37.9|58.3|25.0|0.8|4|SKS|||||
52|BKR|41.7|43.5|90.0|1.7|4|SKS|||||
67|GRS|39.0|46.3|100.0|1.5|4|SKS|||||
199|KIV|43.956|42.688|88.0|1.2|9|SKS|3.0||0.2||
687|SEV|44.5|33.7|125.0|0.7|41|SKS|||||
688|SIM|45.0|34.1|125.0|0.6|41|SKS|||||
690|YAL|44.4|34.2|135.0|0.4|41|SKS|||||
736|AFIF|23.931|43.04|348.0|1.5|46|SKS|2.0||0.1||
737|HALM|22.8454|44.3173|2.0|1.1|46|SKS|2.0||0.1||
738|RANI|21.3116|42.7761|2.0|1.5|46|SKS|2.0||0.2||
739|RAYN|23.522|45.5008|4.0|1.0|46|SKS|2.0||0.1||
740|RIYD|24.722|46.6643|15.0|0.5|46|SKS|6.0||0.1||
741|SODA|18.2921|42.3769|349.0|1.4|46|SKS|2.0||0.1||
742|TAIF|21.281|40.349|4.0|1.3|46|SKS|4.0||0.2||
743|UQSK|25.789|42.36|356.0|1.5|46|SKS|2.0||0.2||
1207|RAYN|23.5225|45.5032|5.0|1.31|72|SKS|1.0||0.05||
2072|ISPA|37.843|30.509|177.0|1.7|117|||13.0||0.35|
2745|DAMV|35.63|51.97|61.0|1.6|141||6.5|6.5|0.15|0.15|
2746|THKV|35.902|50.914|54.0|1.5|141||6.2|6.2|0.19|0.19|
2747|CHTH|35.908|51.126|41.0|1.8|141||10.9|10.9|0.27|0.27|
2748|AFJ|35.856|51.713|47.0|1.2|141||24.2|24.2|0.73|0.73|
2749|DMV|35.577|52.032|35.0|1.9|141||4.5|4.5|0.08|0.08|
2750|FIR|35.642|52.754|51.0|1.8|141||15.7|15.7|0.13|0.13|
2751|GZV|36.386|50.218|42.0|1.7|141||14.5|14.5|0.74|0.74|
2752|MHD|35.686|50.668|58.0|1.7|141||4.5|4.5|0.07|0.07|
2768|AGIN|38.9391|38.713|26.0|1.02|143||||||Mean calculated from 17 individual splitting measurements
2769|AHLT|38.7481|42.477|55.0|1.18|143||||||Mean calculated from 5 individual splitting measurements
2770|BNGL|38.9195|40.5966|51.0|1.2|143||||||Mean calculated from 16 individual splitting measurements
2771|BTLS|38.4311|42.1238|23.0|0.95|143||||||Mean calculated from 11 individual splitting measurements
2772|BYBT|40.2353|40.2655|49.0|1.33|143||||||Mean calculated from 20 individual splitting measurements
2773|BYKN|38.1665|41.7823|42.0|0.98|143||||||Mean calculated from 9 individual splitting measurements
2774|CMCY|39.9205|43.1968||0.0|143||||||0 individual splitting measurements
2775|DGRL|41.0568|43.3267|44.0|1.19|143||||||Mean calculated from 17 individual splitting measurements
2776|DGSU|39.1131|42.7298|48.0|1.21|143||||||Mean calculated from 11 individual splitting measurements
2777|DYBR|37.823|40.3186|31.0|1.13|143||||||Mean calculated from 26 individual splitting measurements
2778|ERGN|38.2597|39.7287|30.0|0.99|143||||||Mean calculated from 14 individual splitting measurements
2779|EZRM|40.1035|41.3636|50.0|1.7|143||||||Mean calculated from 16 individual splitting measurements
2780|HAMR|39.6136|42.9927|54.0|1.14|143||||||Mean calculated from 6 individual splitting measurements
2781|HINS|39.3489|41.6972|45.0|1.18|143||||||Mean calculated from 21 individual splitting measurements
2782|HRPT|38.7043|39.2453|38.0|1.21|143||||||Mean calculated from 31 individual splitting measurements
2783|HRSN|39.9453|42.2874|53.0|1.42|143||||||Mean calculated from 10 individual splitting measurements
2784|ILIC|39.4531|38.5686|33.0|0.77|143||||||Mean calculated from 9 individual splitting measurements
2785|IMRL|39.8787|38.1183|49.0|0.92|143||||||Mean calculated from 4 individual splitting measurements
2786|KARS|40.6222|43.0686|51.0|1.18|143||||||Mean calculated from 8 individual splitting measurements
2787|KOTK|40.2227|43.0094|52.0|1.18|143||||||Mean calculated from 7 individual splitting measurements
2788|KRLV|39.3746|40.9881|55.0|1.29|143||||||Mean calculated from 11 individual splitting measurements
2789|KTLN|37.9533|41.7052|33.0|0.85|143||||||Mean calculated from 9 individual splitting measurements
2790|KYPR|37.559|41.1692|54.0|1.14|143||||||Mean calculated from 8 individual splitting measurements
2791|MRDN|37.2897|40.7|38.0|0.95|143||||||Mean calculated from 15 individual splitting measurements
2792|MSDY|40.34616|37.7765|41.0|0.84|143||||||Mean calculated from 10 individual splitting measurements
2793|MUSH|39.87571|41.4831|57.0|1.24|143||||||Mean calculated from 7 individual splitting measurements
2794|SILN|38.1352|41.041|48.0|1.28|143||||||Mean calculated from 2 individual splitting measurements
2795|SIRN|40.2016|39.1199|49.0|1.18|143||||||Mean calculated from 8 individual splitting measurements
2796|UZML|39.7134|39.7156|38.0|0.89|143||||||Mean calculated from 11 individual splitting measurements
2979|ABKT|37.93|58.12||0.0|154||||0.0|0.0|0 NonNull 48 NULL splitting measurements
2980|ASAO|34.55|50.03||0.0|154||||0.0|0.0|0 NonNull 69 NULL splitting measurements
2981|BNDS|27.4|56.17||0.0|154||||0.0|0.0|6 NonNull 65 NULL splitting measurements
2982|CHTH|35.91|51.13||0.0|154||||0.0|0.0|0 NonNull 16 NULL splitting measurements
2983|DAMV|35.63|51.97|110.0|0.9|154||26.0|26.0|0.2|0.2|15 NonNull 30 NULL splitting measurements
2984|GHIR|28.29|52.99||0.0|154||||0.0|0.0|3 NonNull 75 NULL splitting measurements
2985|GRMI|38.81|47.89||0.0|154||||0.0|0.0|3 NonNull 31 NULL splitting measurements
2986|KRBR|29.98|56.76|137.0|0.9|154||6.0|6.0|0.3|0.3|12 NonNull 6 NULL splitting measurements
2987|MAKU|39.35|44.68||0.0|154||||0.0|0.0|1 NonNull 17 NULL splitting measurements
2988|MRVT|37.66|56.09|46.0|1.0|154||11.0|11.0|0.2|0.2|21 NonNull 3 NULL splitting measurements
2989|NASN|32.8|52.81|133.0|1.3|154||9.0|9.0|0.3|0.3|45 NonNull 9 NULL splitting measurements
2990|SHGR|32.11|48.8||0.0|154||||0.0|0.0|3 NonNull 31 NULL splitting measurements
2991|SNGE|35.09|47.35||0.0|154||||0.0|0.0|1 NonNull 35 NULL splitting measurements
2992|THKV|35.92|50.88|94.0|1.0|154||19.0|19.0|0.2|0.2|12 NonNull 32 NULL splitting measurements
2993|ZHSF|29.61|60.78|152.0|1.0|154||17.0|17.0|0.3|0.3|54 NonNull 8 NULL splitting measurements
2994|M1|29.05|51.32||0.0|154||||0.0|0.0|1 NonNull 3 NULL splitting measurements
2995|A1|29.44|51.31||0.0|154||||0.0|0.0|0 NonNull 8 NULL splitting measurements
2996|P1|29.74|52.6||0.0|154||||0.0|0.0|0 NonNull 5 NULL splitting measurements
2997|B1|29.84|52.58||0.0|154||||0.0|0.0|0 NonNull 8 NULL splitting measurements
2998|B2|30.19|52.5||0.0|154||||0.0|0.0|0 NonNull 9 NULL splitting measurements
2999|B3|30.13|53.06||0.0|154||||0.0|0.0|0 NonNull 17 NULL splitting measurements
3000|P8|30.56|53.17||0.0|154||||0.0|0.0|0 NonNull 4 NULL splitting measurements
3001|S9|31.09|53.02||0.0|154||||0.0|0.0|1 NonNull 6 NULL splitting measurements
3002|C2|32.15|53.81|136.0|1.1|154||4.0|4.0|0.3|0.3|3 NonNull 0 NULL splitting measurements
3003|D1|32.04|54.51|145.0|1.2|154||9.0|9.0|0.4|0.4|4 NonNull 0 NULL splitting measurements
3004|D3|32.41|54.09|136.0|1.4|154||4.0|4.0|0.2|0.2|6 NonNull 0 NULL splitting measurements
3005|H4|32.26|54.36|144.0|1.4|154||5.0|5.0|0.2|0.2|3 NonNull 0 NULL splitting measurements
3006|H5|32.3|54.52|132.0|1.5|154||13.0|13.0|0.3|0.3|9 NonNull 0 NULL splitting measurements
3007|D2|32.43|54.71|130.0|0.8|154||5.0|5.0|0.2|0.2|6 NonNull 1 NULL splitting measurements
3008|M7|32.6|55.2|136.0|0.6|154||8.0|8.0|0.0|0.0|3 NonNull 0 NULL splitting measurements
3009|H10|32.73|55.38|148.0|0.8|154||14.0|14.0|0.3|0.3|4 NonNull 1 NULL splitting measurements
3010|M8|32.97|55.48|147.0|1.1|154||10.0|10.0|0.3|0.3|4 NonNull 2 NULL splitting measurements
3011|E1|33.11|47.48||0.0|154||||0.0|0.0|0 NonNull 3 NULL splitting measurements
3012|E5|33.44|49.01||0.0|154||||0.0|0.0|1 NonNull 7 NULL splitting measurements
3013|E3|33.53|48.16||0.0|154||||0.0|0.0|1 NonNull 9 NULL splitting measurements
3014|Y7|33.98|49.06||0.0|154||||0.0|0.0|0 NonNull 3 NULL splitting measurements
3015|Y6|33.98|49.25||0.0|154||||0.0|0.0|0 NonNull 5 NULL splitting measurements
3016|G3|34.01|50.38||0.0|154||||0.0|0.0|0 NonNull 12 NULL splitting measurements
3017|G1|34.02|49.39||0.0|154||||0.0|0.0|1 NonNull 7 NULL splitting measurements
3018|Z8|34.24|50.9|128.0|0.8|154||8.0|8.0|0.2|0.2|2 NonNull 2 NULL splitting measurements
3019|Y1|34.37|50.38||0.0|154||||0.0|0.0|0 NonNull 6 NULL splitting measurements
3020|Y2|34.4|49.95||0.0|154||||0.0|0.0|0 NonNull 5 NULL splitting measurements
3021|Z4|34.51|50.32||0.0|154||||0.0|0.0|0 NonNull 7 NULL splitting measurements
3022|G2|34.55|50.03||0.0|154||||0.0|0.0|0 NonNull 6 NULL splitting measurements
3023|Z6|34.94|50.88|129.0|0.6|154||8.0|8.0|0.0|0.0|2 NonNull 1 NULL splitting measurements
3024|Z7|35.1|50.98|123.0|0.9|154||7.0|7.0|0.2|0.2|6 NonNull 2 NULL splitting measurements
3025|Z9|35.25|51.33|133.0|1.1|154||8.0|8.0|0.3|0.3|3 NonNull 1 NULL splitting measurements
3026|J1|35.91|51.13||0.0|154||||0.0|0.0|0 NonNull 4 NULL splitting measurements
3027|N7|36.21|51.83||0.0|154||||0.0|0.0|0 NonNull 3 NULL splitting measurements
3028|T3|36.33|52.36||0.0|154||||0.0|0.0|0 NonNull 3 NULL splitting measurements
3029|T1|36.33|52.13||0.0|154||||0.0|0.0|0 NonNull 3 NULL splitting measurements
3030|N1|36.45|51.91||0.0|154||||0.0|0.0|0 NonNull 4 NULL splitting measurements
3031|BAH|36.05|59.21||0.0|154||||0.0|0.0|0 NonNull 11 NULL splitting measurements
3032|CHA|33.63|56.47||0.0|154||||0.0|0.0|0 NonNull 36 NULL splitting measurements
3033|ESF|35.58|58.81||0.0|154||||0.0|0.0|0 NonNull 16 NULL splitting measurements
3034|GAR|35.36|56.87|49.0|1.0|154||9.0|9.0|0.3|0.3|28 NonNull 5 NULL splitting measurements
3035|GOS|35.75|58.92||0.0|154||||0.0|0.0|0 NonNull 7 NULL splitting measurements
3036|HAM|36.93|59.77||0.0|154||||0.0|0.0|0 NonNull 18 NULL splitting measurements
3037|ISG|36.49|60.76||0.0|154||||0.0|0.0|0 NonNull 30 NULL splitting measurements
3038|JAN|32.79|55.68|133.0|0.7|154||3.0|3.0|0.2|0.2|3 NonNull 6 NULL splitting measurements
3039|KAM|35.29|58.64||0.0|154||||0.0|0.0|1 NonNull 20 NULL splitting measurements
3040|KAR|36.66|59.66||0.0|154||||0.0|0.0|5 NonNull 46 NULL splitting measurements
3041|KBD|36.31|59.88||0.0|154||||0.0|0.0|1 NonNull 8 NULL splitting measurements
3042|KTH|35.72|59.03||0.0|154||||0.0|0.0|0 NonNull 20 NULL splitting measurements
3043|NIK|32.46|54.6|135.0|0.9|154||3.0|3.0|0.2|0.2|8 NonNull 1 NULL splitting measurements
3044|SAL|34.16|56.51||0.0|154||||0.0|0.0|2 NonNull 22 NULL splitting measurements
3045|SEN|34.42|58.02|54.0|0.8|154||8.0|8.0|0.1|0.1|11 NonNull 5 NULL splitting measurements
3046|SOG|36.35|57.31|48.0|1.2|154||8.0|8.0|0.3|0.3|30 NonNull 1 NULL splitting measurements
3047|ZOW|36.74|59.92||0.0|154||||0.0|0.0|0 NonNull 6 NULL splitting measurements
3048|DTA|39.08|55.17|48.0|1.0|154||6.0|6.0|0.2|0.2|5 NonNull 1 NULL splitting measurements
3049|KAR|38.44|56.27|50.0|0.8|154||8.0|8.0|0.2|0.2|5 NonNull 0 NULL splitting measurements
3050|KAT|37.67|54.78|55.0|0.9|154||10.0|10.0|0.1|0.1|6 NonNull 1 NULL splitting measurements
3051|KRV|40.01|52.96||0.0|154||||0.0|0.0|1 NonNull 14 NULL splitting measurements
3052|LNK|38.71|48.78|171.0|1.3|154||8.0|8.0|0.3|0.3|5 NonNull 3 NULL splitting measurements
3053|NBD|39.51|54.39|39.0|0.8|154||4.0|4.0|0.2|0.2|3 NonNull 2 NULL splitting measurements
4296|ALIC|40.978|33.487|43.22|1.37|166||8.62|8.62|0.25|0.25|Mean calculated from 	16	Good and 	11	 Fair measurements
4297|ALIN|41.061|32.879|34.81|1.0|166||15.98|15.98|0.34|0.34|Mean calculated from	10	Good and 	5	Fair measurements
4298|ALOR|41.301|32.87|36.14|1.42|166||10.93|10.93|0.31|0.31|Mean calculated from	14	Good and 	12	Fair measurements
4299|ANTO|39.868|32.793|44.33|0.94|166||11.29|11.29|0.22|0.22|Mean calculated from	29	Good and 	15	Fair measurements
4300|ARSL|40.955|35.887|44.97|0.64|166||14.31|14.31|0.16|0.16|Mean calculated from	8	Good and 	7	Fair measurements
4301|BAGB|40.278|36.41|38.98|0.64|166||22.37|22.37|0.26|0.26|Mean calculated from	5	Good and 	4	Fair measurements
4302|BEDI|41.121|33.506|47.55|1.14|166||7.26|7.26|0.18|0.18|Mean calculated from	20	Good and 	8	Fair measurements
4303|BEKI|41.315|34.263|41.87|0.96|166||14.08|14.08|0.26|0.26|Mean calculated from 	9	Good and 	5	Fair measurements
4304|BOKE|40.552|36.211|45.46|0.7|166||19.94|19.94|0.28|0.28|Mean calculated from	3	Good and 	4	 Fair measurements
4305|CAKM|40.015|37.367|45.07|0.94|166||10.68|10.68|0.2|0.2|Mean calculated from	21	Good and 	13	Fair measurements
4306|CALT|41.328|35.125|36.54|0.58|166||16.19|16.19|0.15|0.15|Mean calculated from	3	Good and 	2	Fair measurements
4307|CAYA|40.373|34.269|46.07|0.86|166||14.67|14.67|0.27|0.27|Mean calculated from	10	Good and 	2	Fair measurements
4308|CRLU|40.064|34.357|44.71|0.82|166||11.61|11.61|0.17|0.17|Mean calculated from	12	Good and 	7	Fair measurements
4309|CUKU|40.604|33.441|37.44|1.25|166||10.82|10.82|0.31|0.31|Mean calculated from	15	Good and 	22	Fair measurements
4310|DERE|41.477|35.064|39.2|0.73|166||15.16|15.16|0.2|0.2|Mean calculated from 	3	Good and 	1	Fair measurements
4311|DOGL|40.391|35.284|51.43|0.82|166||9.82|9.82|0.16|0.16|Mean calculated from	11	Good and 	10	Fair measurements
4312|DUMA|40.918|35.14|51.62|0.69|166||12.61|12.61|0.21|0.21|Mean calculated from	6	Good and 	4	 Fair measurements
4313|EKIN|41.147|35.787||0.0|166||||||Mean calculated from	0	Good and 	0	Fair measurements
4314|GOCE|39.743|34.348|45.07|0.68|166||21.96|21.96|0.3|0.3|Mean calculated from	7	Good and 	5	Fair measurements
4315|HASA|41.469|33.565|35.83|0.94|166||15.49|15.49|0.28|0.28|Mean calculated from	7	Good and 	9	Fair measurements
4316|INCE|40.581|32.906|37.77|1.31|166||9.3|9.3|0.27|0.27|Mean calculated from	4	Good and 	21	Fair measurements
4317|INSU|39.842|35.366|58.17|0.8|166||17.65|17.65|0.24|0.24|Mean calculated from 	6	Good and 	3	Fair measurements
4318|ISKE|40.764|37.067|48.82|0.88|166||12.7|12.7|0.23|0.23|Mean calculated from	10	Good and 	6	Fair measurements
4319|KARA|40.688|35.245|51.95|0.7|166||11.76|11.76|0.18|0.18|Mean calculated from	12	Good and 	13	Fair measurements
4320|KARG|40.291|33.552|21.4|1.1|166||8.1|8.1|0.25|0.25|Mean calculated from	1	Good and 	0	 Fair measurements
4321|KAVA|40.28|32.878|42.2|1.13|166||10.11|10.11|0.23|0.23|Mean calculated from	9	Good and 	6	Fair measurements
4322|KGAC|40.941|34.323|38.92|0.93|166||15.88|15.88|0.32|0.32|Mean calculated from	6	Good and 	7	Fair measurements
4323|KIYI|40.131|35.316|54.54|0.39|166||23.12|23.12|0.16|0.16|Mean calculated from	4	Good and 	3	Fair measurements
4324|KIZIK|40.048|36.536|37.56|0.54|166||14.9|14.9|0.14|0.14|Mean calculated from 	4	Good and 	3	Fair measurements
4325|KUYL|41.59|34.332|45.6|0.88|166||13.35|13.35|0.22|0.22|Mean calculated from	6	Good and 	4	Fair measurements
4326|KUZA|40.441|36.248|42.68|0.83|166||16.82|16.82|0.29|0.29|Mean calculated from	19	Good and 	10	Fair measurements
4327|KUZO|40.904|32.861|48.35|1.63|166||7.16|7.16|0.27|0.27|Mean calculated from	22	Good and 	4	Fair measurements
4328|OGUR|41.109|35.165||0.0|166||||||Mean calculated from	0	Good and 	0	 Fair measurements
4329|PANC|40.647|34.301|35.39|0.95|166||11.33|11.33|0.21|0.21|Mean calculated from	6	Good and 	4	Fair measurements
4330|PELI|41.113|34.299|46.27|0.96|166||11.26|11.26|0.22|0.22|Mean calculated from	19	Good and 	16	Fair measurements
4331|SEYH|40.856|32.9|48.22|1.68|166||7.28|7.28|0.26|0.26|Mean calculated from 	19	Good and 	7	Fair measurements
4332|SYUN|40.838|33.529|39.52|1.36|166||7.35|7.35|0.2|0.2|Mean calculated from	23	Good and 	7	Fair measurements
4333|TEPE|41.369|35.743|36.95|0.88|166||18.7|18.7|0.3|0.3|Mean calculated from	2	Good and 	2	Fair measurements
4334|YESI|40.405|37.229|45.06|0.64|166||17.91|17.91|0.22|0.22|Mean calculated from	13	Good and 	8	Fair measurements
4335|YIKI|40.748|35.954|58.27|0.77|166||14.31|14.31|0.27|0.27|Mean calculated from	6	Good and 	11	Fair measurements
4922|AFFS|23.927|43.001|353.2|1.466|181||14.02|14.02|0.44|0.44|
4923|AFIF|23.931|43.04|347.0|1.378|181||10.28|10.28|0.3|0.3|
4924|ALWS|29.31|35.065|2.89|1.522|181||9.01|9.01|0.4|0.4|
4925|ARSS|25.881|43.237|8.33|1.124|181||13.88|13.88|0.33|0.33|
4926|AYUS|28.189|35.269|2.75|1.518|181||15.16|15.16|0.46|0.46|
4927|BDAS|28.432|35.101|1.91|1.702|181||10.02|10.02|0.34|0.34|
4928|BLJS|19.881|41.599|356.8|1.01|181||22.25|22.25|0.31|0.31|
4929|DJNS|17.707|43.543|350.57|1.514|181||8.77|8.77|0.71|0.71|
4930|HALM|22.845|44.32|358.62|0.966|181||14.54|14.54|0.33|0.33|
4931|HAQS|29.055|34.93|10.57|1.608|181||11.57|11.57|0.38|0.38|
4932|HASS|25.19|49.694|352.0|1.266|181||15.64|15.64|0.46|0.46|
4933|HILS|27.384|41.792|343.0|1.162|181||11.76|11.76|0.31|0.31|
4934|HIT|32.475|38.402|6.5|1.512|181||10.84|10.84|0.49|0.49|
4935|JMOS|29.169|35.109|3.07|1.606|181||7.12|7.12|0.37|0.37|
4936|KBRS|25.789|39.262|356.57|1.358|181||14.96|14.96|0.38|0.38|
4937|LTHS|20.275|40.411|351.14|1.228|181||15.32|15.32|0.33|0.33|
4938|NAMS|19.171|42.208|356.88|1.346|181||14.34|14.34|0.23|0.23|
4939|QURS|31.386|37.324|354.0|1.314|181||13.65|13.65|0.52|0.52|
4940|RANI|21.312|42.78|6.73|1.664|181||13.51|13.51|0.4|0.4|
4941|RAYN|23.522|45.5|6.26|1.164|181||12.98|12.98|0.36|0.36|
4942|RIYD|24.722|46.64|4.0|1.414|181||32.76|32.76|0.67|0.67|
4943|RUW|29.743|35.841|0.67|1.3|181||9.23|9.23|0.05|0.05|
4944|SODA|18.292|42.38|352.86|1.51|181||10.43|10.43|0.29|0.29|
4945|TAIF|21.281|40.35|8.67|1.208|181||9.35|9.35|0.2|0.2|
4946|TATS|19.541|43.478|357.33|1.538|181||10.2|10.2|0.44|0.44|
4947|TAYS|28.551|34.872|7.47|1.856|181||7.19|7.19|0.31|0.31|
4948|TBKS|28.225|36.549|346.75|1.212|181||15.15|15.15|0.45|0.45|
4949|UQSK|25.789|42.36|358.0|1.456|181||10.58|10.58|0.34|0.34|
4950|YNBS|24.34|37.992|355.71|1.464|181||12.88|12.88|0.13|0.13|
4989|IB09|31.23|35.4|5.0|1.5|183||8.0|8.0|0.24|0.24|Mean calculated from 10 individual splitting measurements
4990|IB11|31.2|35.42|9.0|1.34|183||4.0|4.0|0.22|0.22|Mean calculated from 7 individual splitting measurements
4991|IB13|31.17|35.44|9.0|1.12|183||6.0|6.0|0.12|0.12|Mean calculated from 6 individual splitting measurements
4992|IB15|31.14|35.46|3.0|1.09|183||5.0|5.0|0.18|0.18|Mean calculated from 7 individual splitting measurements
4993|IB17|31.1|35.45|6.0|1.16|183||11.0|11.0|0.19|0.19|Mean calculated from 8 individual splitting measurements
4994|IB19|31.07|35.44|2.0|1.33|183||6.0|6.0|0.23|0.23|Mean calculated from 5 individual splitting measurements
4995|IB21|31.02|35.42|352.0|1.0|183||||0.0|0.0|1 individual splitting measurement
4996|IB22|31.06|35.36|1.0|1.9|183||6.0|6.0|0.0|0.0|Mean calculated from 2 individual splitting measurements
4997|IB25|31.13|35.36|355.0|2.25|183||||0.0|0.0|1 individual splitting measurements
4998|IB31|31.32|35.35|0.0|1.78|183||16.0|16.0|0.5|0.5|Mean calculated from 11 individual splitting measurements
4999|IB36|30.93|35.39|4.0|1.08|183||9.0|9.0|0.08|0.08|Mean calculated from 3 individual splitting measurements
5000|IB38|31.45|35.38|1.0|1.52|183||8.0|8.0|0.25|0.25|Mean calculated from 5 individual splitting measurements
5001|IB44|31.75|35.46|3.0|1.56|183||5.0|5.0|0.31|0.31|Mean calculated from 3 individual splitting measurements
5002|IS01|31.28|35.13|1.0|1.3|183||1.0|1.0|0.21|0.21|Mean calculated from 2 individual splitting measurements
5003|IS02|31.26|35.23|1.0|1.27|183||4.0|4.0|0.21|0.21|Mean calculated from 7 individual splitting measurements
5004|IS10|31.22|35.41|6.0|1.2|183||7.0|7.0|0.1|0.1|Mean calculated from 4 individual splitting measurements
5005|IS12|31.19|35.43|2.0|1.3|183||1.0|1.0|0.21|0.21|Mean calculated from 2 individual splitting measurements
5006|IS14|31.15|35.45|21.0|1.23|183||4.0|4.0|0.25|0.25|Mean calculated from 2 individual splitting measurements
5007|IS16|31.12|35.46|9.0|1.14|183||8.0|8.0|0.15|0.15|Mean calculated from 6 individual splitting measurements
5008|IS20|31.05|35.43|352.0|1.46|183||||0.0|0.0|1 individual splitting measurement
5009|IS26|31.15|35.33|358.0|2.36|183||||0.0|0.0|1 individual splitting measurement
5010|IS27|31.15|35.28|355.0|1.94|183||4.0|4.0|0.04|0.04|Mean calculated from 2 individual splitting measurements
5011|IS32|31.35|35.35|358.0|1.93|183||2.0|2.0|0.25|0.25|Mean calculated from 2 individual splitting measurements
5012|IS34|31.07|35.33|353.0|1.85|183||5.0|5.0|0.3|0.3|Mean calculated from 4 individual splitting measurements
5013|IS37|31.42|35.38|4.0|1.81|183||7.0|7.0|0.14|0.14|Mean calculated from 5 individual splitting measurements
5014|IS41|30.77|35.29|9.0|1.5|183||5.0|5.0|0.28|0.28|Mean calculated from 2 individual splitting measurements
5015|IS42|31.57|35.4|10.0|1.44|183||||0.0|0.0|1 individual splitting measurement
5016|IS43|31.68|35.44|3.0|1.61|183||2.0|2.0|0.21|0.21|Mean calculated from 3 individual splitting measurements
5017|JB01|31.24|35.48|8.0|1.18|183||7.0|7.0|0.14|0.14|Mean calculated from 6 individual splitting measurements
5018|JB02|31.25|35.47|7.0|1.1|183||||0.0|0.0|1 individual splitting measurement
5019|JB04|31.25|35.43|8.0|1.22|183||9.0|9.0|0.13|0.13|Mean calculated from 7 individual splitting measurements
5020|JB07|31.29|35.48|10.0|1.27|183||4.0|4.0|0.25|0.25|Mean calculated from 2 individual splitting measurements
5021|JB10|31.34|35.49|12.0|1.37|183||7.0|7.0|0.24|0.24|Mean calculated from 6 individual splitting measurements
5022|JB12|31.37|35.5|11.0|1.38|183||10.0|10.0|0.38|0.38|Mean calculated from 4 individual splitting measurements
5023|JB15|31.25|35.54|5.0|1.74|183||8.0|8.0|0.14|0.14|Mean calculated from 10 individual splitting measurements
5024|JB18|31.25|35.62|6.0|1.76|183||5.0|5.0|0.29|0.29|Mean calculated from 7 individual splitting measurements
5025|JB19|31.23|35.65|7.0|1.73|183||5.0|5.0|0.26|0.26|Mean calculated from 8 individual splitting measurements
5026|JB21|31.2|35.67|5.0|1.42|183||4.0|4.0|0.16|0.16|Mean calculated from 8 individual splitting measurements
5027|JB29|31.3|35.57|359.0|2.05|183||||0.0|0.0|1 individual splitting measurement
5028|JB37|31.39|35.67|7.0|1.62|183||5.0|5.0|0.34|0.34|Mean calculated from 13 individual splitting measurements
5029|JB39|31.19|35.61|3.0|1.75|183||5.0|5.0|0.3|0.3|Mean calculated from 13 individual splitting measurements
5030|JB41|31.27|35.54|5.0|1.83|183||6.0|6.0|0.32|0.32|Mean calculated from 5 individual splitting measurements
5031|JB42|31.33|35.5|5.0|1.56|183||5.0|5.0|0.28|0.28|Mean calculated from 2 individual splitting measurements
5032|JS05|31.24|35.4|359.0|1.18|183||5.0|5.0|0.22|0.22|Mean calculated from 4 individual splitting measurements
5033|JS06|31.28|35.47|4.0|1.12|183||6.0|6.0|0.06|0.06|Mean calculated from 3 individual splitting measurements
5034|JS08|31.31|35.49|1.0|1.3|183||4.0|4.0|0.2|0.2|Mean calculated from 3 individual splitting measurements
5035|JS09|31.32|35.49|9.0|1.27|183||12.0|12.0|0.2|0.2|Mean calculated from 3 individual splitting measurements
5036|JS11|31.35|35.51|15.0|1.2|183||||0.0|0.0|1 individual splitting measurement
5037|JS13|31.23|35.5|8.0|1.43|183||10.0|10.0|0.14|0.14|Mean calculated from 3 individual splitting measurements
5038|JS14|31.24|35.52|1.0|1.8|183||5.0|5.0|0.06|0.06|Mean calculated from 3 individual splitting measurements
5039|JS17|31.25|35.6|358.0|1.95|183||||0.0|0.0|1 individual splitting measurement
5040|JS20|31.21|35.66|9.0|1.77|183||4.0|4.0|0.2|0.2|Mean calculated from 3 individual splitting measurements
5041|JS22|31.19|35.69|4.0|1.43|183||5.0|5.0|0.24|0.24|Mean calculated from 6 individual splitting measurements
5042|JS23|31.22|35.67|7.0|1.65|183||3.0|3.0|0.21|0.21|Mean calculated from 2 individual splitting measurements
5043|JS24|31.18|35.7|5.0|1.27|183||10.0|10.0|0.04|0.04|Mean calculated from 2 individual splitting measurements
5044|JS26|31.17|35.54|1.0|1.98|183||5.0|5.0|0.3|0.3|Mean calculated from 4 individual splitting measurements
5045|JS27|31.19|35.54|359.0|1.81|183||6.0|6.0|0.16|0.16|Mean calculated from 2 individual splitting measurements
5046|JS28|31.3|35.54|3.0|1.8|183||6.0|6.0|0.05|0.05|Mean calculated from 3 individual splitting measurements
5047|JS31|31.33|35.58|0.0|2.05|183||5.0|5.0|0.22|0.22|Mean calculated from 5 individual splitting measurements
5048|JS33|31.33|35.64|6.0|1.63|183||5.0|5.0|0.33|0.33|Mean calculated from 5 individual splitting measurements
5049|JS35|31.38|35.7|5.0|1.61|183||3.0|3.0|0.21|0.21|Mean calculated from 9 individual splitting measurements
5050|JS40|31.12|35.63|1.0|1.6|183||||0.0|0.0|1 individual splitting measurement
5824|AYD|16.99|53.36|316.0|0.675|195||3.75|3.75|0.0313|0.0313|6 individual splitting measurements
5825|BAN|17.69|54.44|358.0|0.8|195||1.75|1.75|0.0525|0.0525|2 individual splitting measurements
5826|DMT|17.73|55.07|41.0|0.725|195||2.75|2.75|0.0437|0.0437|3 individual splitting measurements
