Time,Lon,Lat,Deg,Depth,Mag
2014-02-01T03:58:45.070000Z,-27.3456,-56.9339,114.49704314800987,142.9,6.2
2014-02-02T09:26:36.630000Z,-177.9203,-32.9594,146.0533448696659,32.6,6.4
2014-02-07T08:40:13.500000Z,167.4164,-15.0764,125.03770528562724,124.6,6.5
2014-02-18T09:27:14.830000Z,-58.9719,14.596,89.86395079305548,28.3,6.5
2014-03-02T09:37:54.760000Z,-87.704,12.5888,110.25943217896013,70.4,6.2
2014-03-02T22:17:17.210000Z,-92.9925,14.244,111.8945690048223,33.1,6.0
2014-03-05T09:56:58.660000Z,169.8319,-14.835,126.66562998571575,648.0,6.4
2014-03-10T05:18:13.590000Z,-125.0869,40.7235,97.77267285434029,6.1,6.9
2014-03-10T17:33:29.920000Z,147.942,-5.538,104.31334862781947,269.4,6.0
2014-03-11T02:44:06.280000Z,-20.1181,-60.8439,114.1413564210827,10.0,6.4
2014-03-11T22:03:12.450000Z,148.6003,-3.1902,103.26801754493675,16.3,6.1
2014-03-15T08:59:20.160000Z,-76.352,-14.1014,121.84596487725337,10.0,6.1
2014-03-15T23:51:32.300000Z,-80.9351,-5.6717,119.54789417752129,26.5,6.3
2014-03-16T21:16:28.980000Z,-70.6156,-19.9051,121.10610076303304,9.4,6.7
2014-03-17T05:11:33.400000Z,-70.8284,-20.06,121.35884770964962,5.3,6.4
2014-03-22T12:59:57.000000Z,-70.9441,-19.8225,121.3050906049985,4.4,6.2
2014-03-23T18:20:01.190000Z,-70.7814,-19.7033,121.11121759790804,13.9,6.2
2014-03-26T03:29:36.050000Z,179.2589,-26.1642,140.53264722341623,495.6,6.4
2014-03-27T03:49:44.480000Z,166.6228,-12.1378,122.54705175347272,109.7,6.0
2014-04-01T23:46:47.380000Z,-70.7877,-19.6193,121.06589671925157,17.1,8.1
2014-04-01T23:57:56.540000Z,-71.0177,-19.962,121.44363438788952,10.8,7.0
2014-04-02T16:13:26.700000Z,-82.3332,7.851,110.62477625699087,24.6,6.0
2014-04-03T01:58:29.040000Z,-70.5007,-20.3644,121.29167334427244,10.6,6.6
2014-04-03T02:43:14.260000Z,-70.4905,-20.5887,121.41645658064017,12.0,7.7
2014-04-03T05:26:13.640000Z,-70.5408,-20.7493,121.54909658070926,13.0,6.5
2014-04-04T01:37:51.480000Z,-70.5337,-20.6075,121.4601740738035,19.3,6.2
2014-04-04T11:40:33.190000Z,161.5607,-10.4868,117.72596194668297,71.0,6.0
2014-04-10T23:27:45.030000Z,-86.3301,12.4342,109.56855355231463,12.6,6.1
2014-04-11T00:01:43.940000Z,-70.6616,-20.6954,121.60858928381568,10.4,6.1
2014-04-11T07:07:22.810000Z,155.0329,-6.6064,110.32435340559105,57.8,7.1
2014-04-11T08:16:49.270000Z,155.0053,-6.8257,110.44810707684576,45.5,6.5
2014-04-11T20:29:13.610000Z,-86.014,11.7198,109.94065415934429,142.3,6.6
2014-04-12T05:24:27.280000Z,155.2626,-7.1283,110.8389046223139,47.5,6.1
