index,Station,Event,Ev_lat,Ev_lon,Depth,Mag,Baz,Phase,SCPhi,SCPhi_std,SCdt,SCdt_std,RCPhi,RCPhi_std,RCdt,RCdt_std,Null,Quality,CpH
153,AM.GERK,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.97,SKKS,-9.03,44.75,2.2,0.98,-54.03,16.75,0.2,0.25,TRUE,Good,0.93
154,AM.GERK,20180114_091845,-15.7589,-74.7095,39,7.1,277.19,SKKS,4.19,44.75,3.9,0.98,49.19,44.75,0.1,0.98,TRUE,Fair,0.85
155,AM.GERK,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.81,SKKS,-16.19,44.75,2.1,0.98,-50.19,44.75,0.6,0.98,TRUE,Good,0.9
156,AM.GERK,20181211_022632,-58.5981,-26.4656,164.66,7.1,213.23,SKS,-74.77,44.75,1,0.98,68.23,44.75,0.6,0.98,TRUE,Fair,0.8
157,AM.GERK,20190301_085042,-14.7016,-70.135,267,7,274.98,SKS,-1.02,2.25,3.8,0.58,-48.02,44.75,0.4,0.98,TRUE,Good,0.97
158,AM.GERK,20200717_025022,-7.8386,147.7754,73,7,87.7,SKS,-5.3,44.75,3.2,0.98,-54.3,44.75,0.2,0.98,TRUE,Fair,0.86
159,AM.GERK,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.69,SKS,-67.31,19,1.9,0.9,81.69,44.75,0.7,0.98,TRUE,Fair,0.83
160,AM.GERK,20140629_143249,-55.4186,-28.224,11.9,6,216.68,SKS,29.68,44.75,3.9,0.98,-19.32,44.75,0.2,0.98,FALSE,Poor,0.79
161,AM.GERK,20140707_112354,14.724,-92.4614,53,6.9,315.27,SKS,-37.73,44.75,1,0.98,4.27,44.75,0.2,0.98,TRUE,Good,0.95
162,AM.GERK,20140729_104613,17.81,-95.501,99,6.4,319.69,SKS,54.69,44.75,3.9,0.98,-73.31,44.75,0.2,0.98,TRUE,Fair,0.83
163,AM.GERK,20140824_232141,-14.52,-73.535,70,6.8,277.5,SKS,3.5,44.75,3.9,0.98,-43.5,17.75,0.1,0.4,TRUE,Fair,0.85
164,AM.GERK,20140824_232143,-14.589,-73.45,74.4,6.8,277.38,SKS,3.38,44.75,3.9,0.98,-43.62,42,0.1,0.98,TRUE,Fair,0.85
165,AM.GERK,20140925_091352,-9.4478,156.3501,19.7,6.1,83.28,SKS,-31.72,4.25,3.6,0.33,-20.72,44.75,3.9,0.98,FALSE,Poor,0.66
166,AM.GERK,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.97,SKS,81.97,44.75,3.9,0.98,-55.03,44.75,0.1,0.98,TRUE,Fair,0.89
167,AM.GERK,20150216_220054,-55.5186,-28.2292,18.1,6.3,216.59,SKS,-49.41,44.75,3.9,0.98,76.59,44.75,0.2,0.98,FALSE,Poor,0.32
168,AM.GERK,20150323_045137,-18.3544,-69.1883,127.1,6.4,271.02,SKS,-86.98,44.75,3.9,0.98,-43.98,44.75,0.1,0.98,TRUE,Good,0.92
169,AM.GERK,20150501_080605,-5.1981,151.7512,63.6,6.7,82.97,SKS,-21.03,44.75,0.7,0.98,-52.03,16.75,0.3,0.38,TRUE,Fair,0.83
170,AM.GERK,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.97,SKS,79.97,44.75,3.9,0.98,-53.03,44.75,0,0.98,FALSE,Poor,0.62
171,AM.GERK,20180121_010642,-18.8524,-69.4564,116,6.3,270.73,SKS,-3.27,44.75,2.2,0.98,-45.27,44.75,0.2,0.98,TRUE,Good,0.97
172,AM.GERK,20180308_173951,-4.3853,153.1874,22.53,6.8,81.36,SKS,-23.64,44.75,1.5,0.98,-60.64,44.75,0.7,0.98,FALSE,Poor,0.63
173,AM.GERK,20180509_075755,-5.8916,151.7962,10,6,83.49,SKS,79.49,44.75,3.9,0.98,-57.51,44.75,0.1,0.98,TRUE,Good,0.91
174,AM.GERK,20181101_221951,-19.5882,-69.2923,102,6.2,269.93,SKS,72.93,44.75,0.5,0.98,39.93,44.75,0.3,0.98,TRUE,Good,0.96
175,AM.GERK,20190217_143555,-3.3412,152.1319,368.12,6.4,81.25,SKS,-24.75,44.75,0.6,0.98,-50.75,44.75,0.3,0.98,TRUE,Good,0.99
176,AM.GERK,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.81,SKS,-15.19,4.5,2.7,0.7,-63.19,44.75,0.7,0.98,TRUE,Fair,0.81
177,AM.GERK,20171024_104747,-7.2364,123.0401,549.19,6.7,103.2,SKS,-78.8,44.75,3.9,0.98,54.2,21.5,0.1,0.5,TRUE,Good,0.97
178,AM.GERK,20180325_201447,-6.6247,129.8138,169,6.4,98.32,SKS,-87.68,44.75,3,0.98,41.32,44.75,0.1,0.98,TRUE,Good,0.96
179,AM.GERK,20180728_170723,-7.1221,122.7474,577.48,6,103.31,SKS,-83.69,24.25,3.2,0.58,49.31,44.75,0.2,0.98,TRUE,Fair,0.83
180,AM.GERK,20180828_070811,-10.8859,124.1187,14,6.2,105.22,SKS,10.22,44.75,3.8,0.98,-39.78,44.75,0.3,0.98,TRUE,Fair,0.82
181,AM.GERK,20190619_172448,-2.243,138.4599,10,6.3,89.41,SKS,-11.59,44.75,0.7,0.98,-46.59,44.75,0.3,0.98,TRUE,Fair,0.85
182,AM.GERK,20190624_025339,-6.4078,129.1692,212,7.3,98.58,SKS,89.58,44.75,1.9,0.98,48.58,44.75,0.4,0.98,TRUE,Good,0.96
183,AM.GERK,20200506_135356,-6.7949,129.8613,107,6.8,98.42,SKS,1.42,25.75,3.9,0.85,42.42,44.75,0.1,0.98,TRUE,Fair,0.84
184,AM.GERK,20200821_040952,-6.6869,123.4829,627.76,6.9,102.5,SKS,7.5,44.75,2.8,0.98,-38.5,44.75,0.1,0.98,TRUE,Good,0.92
185,AM.KECH,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.01,SKKS,-89.99,44.75,3.9,0.98,49.01,44.75,0,0.98,TRUE,Fair,0.89
186,AM.KECH,20150921_053934,-31.5757,-71.7431,30,6.1,258.88,SKKS,-2.12,44.75,3.9,0.98,48.88,44.75,0.1,0.98,TRUE,Good,0.95
187,AM.KECH,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.01,SKS,79.01,44.75,2,0.98,35.01,44.75,0.3,0.98,TRUE,Fair,0.87
188,AM.KECH,20150323_045137,-18.3544,-69.1883,127.1,6.4,271.09,SKS,53.09,44.75,1,0.98,-73.91,44.75,3.8,0.98,FALSE,Poor,0.67
189,AM.KECH,20150907_084609,-24.2427,179.1278,535,6,82.34,SKS,87.34,15,2.9,0.9,-51.66,44.75,0.4,0.98,TRUE,Fair,0.87
190,AM.KECH,20150916_140322,-6.0114,151.4768,6,6.1,84.28,SKS,-9.72,44.75,3.9,0.98,-52.72,41,0,0.98,TRUE,Fair,0.8
191,AM.KECH,20141014_035137,12.5893,-88.072,63.9,7.3,310.49,SKS,32.49,44.75,3.9,0.98,-19.51,44.75,0.4,0.98,TRUE,Fair,0.83
192,AM.KECH,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.01,SKS,79.01,44.75,2,0.98,35.01,44.75,0.3,0.98,TRUE,Fair,0.85
193,AM.LICH,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.51,SKKS,8.51,44.75,1.5,0.98,50.51,44.75,0.4,0.98,FALSE,Poor,0.68
194,AM.LICH,20140403_015829,-20.3644,-70.5007,10.6,6.6,269.99,SKKS,25.99,44.75,1.7,0.98,55.99,44.75,1.2,0.98,TRUE,Good,0.95
195,AM.LICH,20180110_025131,17.4743,-83.5193,10,7.5,309.51,SKS,-45.49,44.75,3.9,0.98,-85.49,44.75,0,0.98,TRUE,Fair,0.89
196,AM.LICH,20131016_103100,-6.4787,154.9648,58,6.8,81.58,SKS,83.58,44.75,1.2,0.98,-53.42,15.25,0.1,0.18,TRUE,Fair,0.87
197,AM.LICH,20131113_234548,-60.3091,-47.2872,10,6,217.47,SKS,-87.53,44.75,1.5,0.98,78.47,44.75,1.4,0.98,FALSE,Poor,0.43
198,AM.LICH,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.51,SKS,8.51,44.75,3.9,0.98,59.51,44.75,0.4,0.98,TRUE,Fair,0.82
199,AM.LICH,20140411_202913,11.7198,-86.014,142.3,6.6,307.81,SKS,-48.19,44.75,3.9,0.98,88.81,16.25,0.1,0.3,TRUE,Good,0.94
200,AM.LICH,20140707_112354,14.724,-92.4614,53,6.9,315.16,SKS,-32.84,12.5,2.1,0.85,5.16,44.75,0.7,0.98,FALSE,Poor,0.75
201,AM.LICH,20150916_140322,-6.0114,151.4768,6,6.1,83.58,SKS,-12.42,44.75,1.7,0.98,-55.42,44.75,0.3,0.98,TRUE,Fair,0.85
202,AM.LICH,20121012_003131,-4.8858,134.0822,34.6,6.6,94.11,SKS,29.11,12.5,0.6,0.18,43.11,12,0.5,0.1,TRUE,Fair,0.8
203,AM.LICH,20121210_165309,-6.4969,129.8684,161.5,7.1,98.06,SKS,68.06,44.75,0.6,0.98,51.06,44.75,0.5,0.98,TRUE,Fair,0.88
204,AM.LICH,20130406_044236,-3.4714,138.4743,69.4,7,90.19,SKS,5.19,1.25,3.9,0.33,-37.81,44.75,0,0.98,TRUE,Good,0.96
205,AM.LICH,20131201_012415,-7.0288,128.4151,25.9,6.5,99.4,SKS,14.4,44.75,3.1,0.98,63.4,44.75,0.2,0.98,TRUE,Good,0.96
206,AM.LICH,20140113_040104,18.9922,-66.8685,30.9,6.3,298.54,SKS,-38.46,17.25,0.6,0.3,-15.46,19.5,0.4,0.38,TRUE,Fair,0.89
207,AM.LICH,20121107_163549,14.0318,-92.0669,38.7,7.4,314.4,SKS,-38.6,44.75,3.9,0.98,12.4,44.75,0.1,0.98,TRUE,Good,0.93
208,AM.LICH,20140412_201438,-11.2581,162.1387,15.3,7.6,80.51,SKS,-15.49,23,2.6,0.95,-58.49,44.75,0.3,0.98,TRUE,Good,0.91
209,AM.LICH,20170614_072905,14.9823,-91.9882,94,6.9,314.9,SKS,36.9,44.75,3.3,0.98,-2.1,44.75,0.6,0.98,TRUE,Good,0.97
210,AM.LICH,20170713_033608,-4.7722,153.1958,34.78,6.4,81.44,SKS,-21.56,44.75,1.1,0.98,2.44,44.75,3.5,0.98,TRUE,Good,0.97
211,AM.LICH,20170923_125302,16.7732,-94.9509,9.62,6.1,318.52,SKS,21.52,44.75,3.9,0.98,-49.48,44.75,0.3,0.98,TRUE,Fair,0.86
212,AM.LICH,20180308_173951,-4.3853,153.1874,22.53,6.8,81.14,SKS,87.14,0.5,1.8,0.25,-56.86,44.75,0.3,0.98,TRUE,Good,0.92
213,AM.LICH,20180509_075755,-5.8916,151.7962,10,6,83.27,SKS,79.27,44.75,3.9,0.98,-59.73,44.75,0,0.98,TRUE,Fair,0.88
214,AM.LICH,20160823_193944,-7.2805,122.4255,532.4,6,103.52,SKS,-85.48,44.75,1.2,0.98,54.52,44.75,0.3,0.98,TRUE,Fair,0.88
215,AM.LICH,20171024_104747,-7.2364,123.0401,549.19,6.7,103.08,SKS,37.08,21.5,0.3,0.58,59.08,17.25,0.2,0.18,TRUE,Good,0.9
216,AM.LICH,20180728_170723,-7.1221,122.7474,577.48,6,103.19,SKS,-78.81,44.75,3.9,0.98,55.19,44.75,0.1,0.98,TRUE,Fair,0.85
217,AM.LICH,20180821_213147,10.7791,-62.907,146.18,7.3,289.98,SKS,-74.02,44.75,2.7,0.98,60.98,44.75,0.2,0.98,TRUE,Good,0.95
218,AM.LICH,20180828_070811,-10.8859,124.1187,14,6.2,105.09,SKS,17.09,44.75,3.3,0.98,59.09,18,0,0.4,TRUE,Fair,0.85
219,AM.MAGY,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.98,SKKS,0.98,18.75,1.5,0.75,39.98,44.75,0.3,0.9,TRUE,Good,0.94
220,AM.MAGY,20170218_121017,-23.8613,-66.6592,222,6.3,264.22,SKKS,-88.78,44.75,1.9,0.98,-46.78,44.75,0.4,0.98,TRUE,Good,0.94
221,AM.MAGY,20180114_091845,-15.7589,-74.7095,39,7.1,277.16,SKKS,8.16,44.75,3.9,0.98,54.16,44.75,0.1,0.98,FALSE,Poor,0.74
222,AM.MAGY,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.85,SKKS,-8.15,44.75,3.2,0.98,-54.15,44.75,0.3,0.98,TRUE,Fair,0.8
223,AM.MAGY,20161124_184348,11.9597,-88.8355,10.34,7,310.05,SKS,28.05,4.25,3.9,0.53,-21.95,44.75,0.5,0.98,TRUE,Good,0.94
224,AM.MAGY,20180906_154914,-18.4952,179.3555,617.87,7.9,73.1,SKS,-20.9,44.75,3.9,0.98,-68.9,44.75,0.1,0.98,TRUE,Fair,0.87
225,AM.MAGY,20181211_022632,-58.5981,-26.4656,164.66,7.1,213.18,SKS,-86.82,16.25,0.9,0.43,69.18,44.75,0.8,0.98,FALSE,Fair,0.69
226,AM.MAGY,20190222_101722,-2.199,-77.0231,132.36,7.5,290.34,SKS,-85.66,44.75,1.7,0.98,68.34,44.75,0.8,0.98,TRUE,Fair,0.81
227,AM.MAGY,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.98,SKS,-9.02,44.75,3.9,0.98,-58.02,44.75,0.1,0.98,TRUE,Fair,0.86
228,AM.MAGY,20150323_045137,-18.3544,-69.1883,127.1,6.4,270.98,SKS,85.98,44.75,3.9,0.98,35.98,44.75,0.1,0.98,TRUE,Good,0.92
229,AM.MAGY,20150330_081801,-15.4394,-172.905,15.2,6.3,62.34,SKS,53.34,44.75,3.9,0.98,-89.66,44.75,0,0.98,TRUE,Good,0.9
230,AM.MAGY,20150916_140322,-6.0114,151.4768,6,6.1,83.07,SKS,-10.93,44.75,2.9,0.98,-55.93,44.75,0.2,0.98,TRUE,Good,0.93
231,AM.MAGY,20141206_220510,-6.11,130.4829,116,6,97.01,SKS,17.01,44.75,2.6,0.98,64.01,44.75,0.5,0.98,TRUE,Fair,0.82
232,AM.MAGY,20150227_134505,-7.358,122.4906,559.1,7,103.22,SKS,83.22,44.75,0.7,0.98,52.22,44.75,0.4,0.98,TRUE,Fair,0.87
233,AM.MAGY,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.98,SKS,-9.02,44.75,3.9,0.98,-58.02,44.75,0.1,0.98,TRUE,Good,0.91
234,AM.MAGY,20170305_224753,-5.9945,149.3619,37,6.3,84.49,SKS,87.49,44.75,3.9,0.98,-43.51,44.75,0.1,0.98,TRUE,Good,0.95
235,AM.MAGY,20170713_033608,-4.7722,153.1958,34.78,6.4,80.91,SKS,-14.09,3.25,3.9,0.8,-61.09,44.75,0.2,0.98,TRUE,Fair,0.89
236,AM.MAGY,20180228_024545,-6.1673,142.4795,16,6.1,89.21,SKS,73.21,44.75,3.9,0.98,10.21,44.75,0.8,0.98,TRUE,Good,0.9
237,AM.MAGY,20180308_173951,-4.3853,153.1874,22.53,6.8,80.62,SKS,67.62,44.75,1.2,0.98,30.62,44.75,0.5,0.98,TRUE,Fair,0.82
238,AM.MAGY,20180509_075755,-5.8916,151.7962,10,6,82.75,SKS,77.75,44.75,3.9,0.98,30.75,44.75,0.2,0.98,TRUE,Good,0.96
239,AM.MAGY,20180910_041902,-31.7447,-179.3728,115,6.9,89.15,SKS,78.15,7,2.3,0.78,36.15,44.75,0.6,0.98,TRUE,Fair,0.89
240,AM.MAGY,20190201_161413,14.7628,-92.2981,67.93,6.6,314.73,SKS,26.73,1.5,3.3,0.22,21.73,44.75,3,0.98,TRUE,Fair,0.81
241,AM.MAGY,20190217_143555,-3.3412,152.1319,368.12,6.4,80.54,SKS,64.54,44.75,0.9,0.98,30.54,44.75,0.4,0.98,TRUE,Good,0.98
242,AM.MAGY,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.85,SKS,81.85,44.75,2.4,0.98,35.85,23.25,0.2,0.98,TRUE,Good,0.94
243,AM.MAGY,20161221_001714,-7.5082,127.9206,152,6.7,99.74,SKS,49.74,12.75,1.1,0.23,64.74,19,1.1,0.55,FALSE,Fair,0.62
244,AM.MAGY,20171024_104747,-7.2364,123.0401,549.19,6.7,102.77,SKS,-89.23,10.25,1.8,0.75,56.77,44.75,0.6,0.98,TRUE,Fair,0.83
245,AM.MAGY,20180325_201447,-6.6247,129.8138,169,6.4,97.84,SKS,88.84,44.75,2.5,0.98,42.84,44.75,0.5,0.98,TRUE,Fair,0.87
246,AM.MAGY,20180821_213147,10.7791,-62.907,146.18,7.3,289.67,SKS,-74.33,44.75,3,0.98,61.67,44.75,0.1,0.98,TRUE,Good,0.9
247,AM.MAGY,20180828_070811,-10.8859,124.1187,14,6.2,104.75,SKS,-83.25,44.75,1.7,0.98,56.75,44.75,0.4,0.98,TRUE,Fair,0.82
248,AM.MAGY,20190619_172448,-2.243,138.4599,10,6.3,88.87,SKS,-8.13,44.75,3.9,0.98,-58.13,44.75,0.1,0.98,TRUE,Good,0.98
249,AM.MAGY,20190624_025339,-6.4078,129.1692,212,7.3,98.1,SKS,86.1,1.25,1.5,0.15,53.1,44.75,0.5,0.98,TRUE,Fair,0.8
250,AM.MAGY,20200821_040952,-6.6869,123.4829,627.76,6.9,102.06,SKS,-82.94,44.75,1.7,0.98,56.06,21.75,0.2,0.8,TRUE,Good,0.91
251,AM.NAVR,20180114_091845,-15.7589,-74.7095,39,7.1,277.73,SKKS,-72.27,22,1.5,0.95,-32.27,44.75,0.4,0.98,TRUE,Good,0.91
252,AM.NAVR,20180819_001940,-18.1125,-178.1536,600,8.2,71.47,SKS,-26.53,44.75,2,0.98,-66.53,44.75,0.5,0.98,TRUE,Good,0.92
253,AM.NAVR,20181211_022632,-58.5981,-26.4656,164.66,7.1,213.47,SKS,-72.53,21.75,1.8,0.95,69.47,44.75,0.8,0.98,FALSE,Poor,0.69
254,AM.NAVR,20150916_140322,-6.0114,151.4768,6,6.1,83.76,SKS,54,44.75,0.5,0.98,39,44.75,0.4,0.98,FALSE,Fair,0.7
255,AM.NAVR,20131201_012415,-7.0288,128.4151,25.9,6.5,99.68,SKS,-5.32,44.75,1.3,0.98,-32.32,44.75,0.6,0.98,TRUE,Good,0.96
256,AM.NAVR,20140412_201438,-11.2581,162.1387,15.3,7.6,80.62,SKS,63.62,44.75,0.9,0.98,37.62,44.75,0.5,0.98,FALSE,Poor,0.75
257,AM.NAVR,20170713_033608,-4.7722,153.1958,34.78,6.4,81.62,SKS,-88.38,44.75,3.9,0.98,-38.38,44.75,0.3,0.98,TRUE,Fair,0.8
258,AM.NAVR,20180308_173951,-4.3853,153.1874,22.53,6.8,81.32,SKS,59.32,44.75,0.3,0.98,34.32,44.75,0.2,0.98,TRUE,Good,0.94
259,AM.NAVR,20180509_075755,-5.8916,151.7962,10,6,83.45,SKS,-18.55,44.75,0.2,0.98,-50.55,44.75,0.1,0.98,TRUE,Good,0.94
260,AM.NAVR,20180910_041902,-31.7447,-179.3728,115,6.9,90.01,SKS,77.01,2.25,3.7,0.33,25.01,44.75,0.4,0.98,TRUE,Fair,0.81
261,AM.NAVR,20191102_180841,-55.6659,-26.2338,8,6.1,215.95,SKS,-33.05,44.75,3.9,0.98,31.95,44.75,0.3,0.98,TRUE,Good,0.94
262,AM.NAVR,20200318_031345,-13.1364,167.0277,176,6.1,78.68,SKS,69.68,22,2.6,0.95,25.68,44.75,0.6,0.98,TRUE,Fair,0.83
263,AM.NAVR,20161205_011304,-7.3158,123.3802,526,6.3,103.22,SKS,7.22,44.75,3.9,0.98,75.22,44.75,3.9,0.98,FALSE,Poor,0.78
264,AM.NAVR,20180324_195833,-45.7783,96.0692,10,6,146.86,SKS,69.86,5.5,2.5,0.7,-72.14,44.75,0.7,0.98,FALSE,Poor,0.79
265,AM.NAVR,20180325_201447,-6.6247,129.8138,169,6.4,98.46,SKS,2.46,44.75,2.5,0.98,-39.54,44.75,0.3,0.98,TRUE,Good,0.95
266,AM.NAVR,20180821_213147,10.7791,-62.907,146.18,7.3,290.3,SKS,2.3,44.75,0.3,0.98,-24.7,44.75,0.2,0.98,TRUE,Good,0.96
267,AM.NAVR,20180828_070811,-10.8859,124.1187,14,6.2,105.38,SKS,21.38,44.75,3.9,0.98,-26.62,44.75,0,0.98,TRUE,Fair,0.86
268,AM.NAVR,20190619_172448,-2.243,138.4599,10,6.3,89.51,SKS,-87.49,44.75,3.9,0.98,-41.49,44.75,0.2,0.98,TRUE,Good,0.9
269,AM.NAVR,20190624_025339,-6.4078,129.1692,212,7.3,98.72,SKS,-79.28,44.75,3.9,0.98,-33.28,41.75,0.1,0.98,TRUE,Good,0.96
270,AM.SHEN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.71,SKKS,27.71,44.75,1.3,0.98,43.71,44.75,1.2,0.98,FALSE,Fair,0.61
271,AM.SHEN,20180410_101934,-30.9862,-71.5566,76.08,6.2,259.46,SKKS,-81.54,44.75,0.8,0.98,-54.54,44.75,0.5,0.98,FALSE,Poor,0.69
272,AM.SHEN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.57,SKKS,14.57,5,3.6,0.48,64.57,44.75,0.8,0.98,FALSE,Poor,0.6
273,AM.SHEN,20180819_001940,-18.1125,-178.1536,600,8.2,70.47,SKS,86.47,44.75,3.9,0.98,-36.53,44.75,0.2,0.98,TRUE,Fair,0.85
274,AM.SHEN,20180906_154914,-18.4952,179.3555,617.87,7.9,73.15,SKS,-6.85,44.75,3.9,0.98,50.15,44.75,0.4,0.98,TRUE,Good,0.95
275,AM.SHEN,20181211_022632,-58.5981,-26.4656,164.66,7.1,213.04,SKS,52.04,5,3.9,0.45,-64.96,44.75,0.7,0.98,FALSE,Poor,0.77
276,AM.SHEN,20190222_101722,-2.199,-77.0231,132.36,7.5,290.07,SKS,33.07,24.75,3.9,0.45,88.07,44.75,0.3,0.98,TRUE,Good,0.93
277,AM.SHEN,20190301_085042,-14.7016,-70.135,267,7,274.62,SKS,16.62,44.75,3.7,0.98,67.62,44.75,0.6,0.98,FALSE,Poor,0.66
278,AM.SHEN,20200717_025022,-7.8386,147.7754,73,7,86.93,SKS,-81.07,44.75,3.9,0.98,-25.07,44.75,0.2,0.98,TRUE,Fair,0.84
279,AM.SHEN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.71,SKS,74.71,44.75,2.9,0.98,26.71,20,0.5,0.52,TRUE,Good,0.91
280,AM.SHEN,20150815_074707,-10.9382,163.8328,19.2,6.4,78.3,SKS,83.3,44.75,3.2,0.98,-51.7,44.75,0.2,0.98,FALSE,Poor,0.73
281,AM.SHEN,20150916_140322,-6.0114,151.4768,6,6.1,83,SKS,79,44.75,3.9,0.98,-61,44.75,0,0.98,TRUE,Good,0.92
282,AM.SHEN,20150919_125220,-32.3335,-72.0629,18,6.2,258.22,SKS,0.22,44.75,2.3,0.98,38.22,44.75,0.8,0.98,TRUE,Fair,0.89
283,AM.SHEN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.71,SKS,73.71,44.75,2.7,0.98,27.71,44.75,0.6,0.98,FALSE,Poor,0.78
284,AM.SHEN,20151107_070431,-29.4642,-72.3015,13,6.2,261.54,SKS,-6.46,44.75,3.9,0.98,40.54,44.75,0,0.98,TRUE,Good,0.91
285,AM.SHEN,20151217_194953,15.8009,-93.6294,85,6.6,316.24,SKS,38.24,44.75,3.9,0.98,-14.76,44.75,0.2,0.98,TRUE,Good,0.92
286,AM.SHEN,20160420_083510,0.7079,-80.0352,10,6,294.67,SKS,11.67,44.75,3.9,0.98,44.67,44.75,0.1,0.98,FALSE,Poor,0.79
287,AM.SHEN,20160720_151316,-18.9285,169.0547,167,6.1,81.87,SKS,-20.13,44.75,3.9,0.98,-72.13,44.75,0.8,0.98,TRUE,Fair,0.83
288,AM.SHEN,20190519_142712,-21.7384,169.5741,19.95,6,84.41,SKS,1.41,44.75,3.9,0.98,53.41,44.75,0.3,0.98,TRUE,Good,0.94
289,AM.SHEN,20190530_090328,13.1462,-89.3663,25,6.6,310.99,SKS,17.99,44.75,3.9,0.98,-52.01,44.75,0.1,0.98,TRUE,Fair,0.82
290,AM.SHEN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.57,SKS,6.57,44.75,3.9,0.98,61.57,44.75,0.1,0.98,TRUE,Good,0.99
291,AM.SHEN,20171024_104747,-7.2364,123.0401,549.19,6.7,102.61,SKS,28.61,44.75,3.9,0.98,89.61,44.75,0.6,0.98,FALSE,Poor,0.76
292,AM.SHEN,20180821_213147,10.7791,-62.907,146.18,7.3,289.5,SKS,42.5,44.75,3.4,0.98,-2.5,44.75,3.5,0.98,TRUE,Fair,0.85
293,AM.SHEN,20190624_025339,-6.4078,129.1692,212,7.3,97.96,SKS,20.96,44.75,3.2,0.98,78.96,44.75,0.6,0.98,TRUE,Fair,0.84
294,AM.SHEN,20200506_135356,-6.7949,129.8613,107,6.8,97.8,SKS,17.8,26.5,3.9,0.85,73.8,44.75,0.2,0.98,TRUE,Good,0.91
295,AM.SHEN,20200821_040952,-6.6869,123.4829,627.76,6.9,101.91,SKS,24.91,44.75,3.9,0.98,77.91,44.75,0.4,0.98,TRUE,Fair,0.88
296,AM.TSAP,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.8,SKKS,9.8,44.75,3.9,0.98,56.8,44.75,0.3,0.98,TRUE,Good,0.93
297,AM.TSAP,20140924_111613,-23.7849,-66.5888,204.5,6.2,264.52,SKKS,-72.48,44.75,0.5,0.98,-49.48,19,0.4,0.4,TRUE,Good,0.91
298,AM.TSAP,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.26,SKKS,-12.74,44.75,2.8,0.98,-59.74,44.75,0.4,0.98,FALSE,Poor,0.78
299,AM.TSAP,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.8,SKS,-83.2,44.75,3.9,0.98,59.8,44.75,0.1,0.98,TRUE,Fair,0.86
300,AM.TSAP,20140411_202913,11.7198,-86.014,142.3,6.6,308.24,SKS,-43.76,44.75,2.5,0.98,1.24,44.75,0.4,0.98,TRUE,Fair,0.86
301,AM.TSAP,20140824_232141,-14.52,-73.535,70,6.8,277.83,SKS,-87.17,44.75,3.4,0.98,48.83,44.75,0.2,0.98,TRUE,Fair,0.85
302,AM.TSAP,20140824_232143,-14.589,-73.45,74.4,6.8,277.71,SKS,-87.29,44.75,3.3,0.98,48.71,44.75,0.2,0.98,TRUE,Fair,0.86
303,AM.TSAP,20130406_044236,-3.4714,138.4743,69.4,7,90.55,SKS,-46,16.75,0.8,0.33,-43,44.75,0.8,0.98,FALSE,Good,0.75
304,AM.TSAP,20130416_225527,-3.2237,142.5671,16.3,6.6,87.7,SKS,-9.3,44.75,3.9,0.98,-59.3,44.75,0.1,0.98,TRUE,Good,0.95
305,AM.TSAP,20140113_040104,18.9922,-66.8685,30.9,6.3,298.9,SKS,-45.1,12,1.8,0.75,1.9,44.75,0.8,0.98,FALSE,Poor,0.78
306,AM.TSAP,20140218_092714,14.596,-58.9719,28.3,6.5,290.5,SKS,-61.5,44.75,1.3,0.98,-20.5,44.75,0.3,0.98,TRUE,Fair,0.84
307,AM.TSAP,20131117_090456,-60.3783,-46.5876,7.9,7.8,217.31,SKS,31.31,44.75,3.9,0.98,-15.69,44.75,0.3,0.98,TRUE,Fair,0.86
308,AM.TSAP,20141014_035137,12.5893,-88.072,63.9,7.3,310.52,SKS,8,19.25,0.5,0.35,-1,15.75,0.5,0.22,TRUE,Good,0.98
309,AM.TSAP,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.26,SKS,30,44.75,0.6,0.98,43.26,44.75,0.6,0.98,FALSE,Fair,0.72
310,AM.VAND,20140924_111613,-23.7849,-66.5888,204.5,6.2,263.35,SKKS,35.35,44.75,0.8,0.98,-16.65,44.75,2.9,0.98,TRUE,Fair,0.81
