index,Station,Event,Ev_lat,Ev_lon,Depth,Mag,Baz,Phase,SCPhi,SCPhi_std,SCdt,SCdt_std,RCPhi,RCPhi_std,RCdt,RCdt_std,Null,Quality,CpH
311,AM.VAND,20170218_121017,-23.8613,-66.6592,222,6.3,263.32,SKKS,-86.68,44.75,3.9,0.98,-36.68,44.75,0.2,0.98,TRUE,Fair,0.83
312,AM.VAND,20200603_073534,-23.2955,-68.4217,96.84,6.8,264.92,SKKS,67.92,7.25,2,0.6,24.92,44.75,0.9,0.98,FALSE,Poor,0.75
313,AM.VAND,20201206_164742,-20.3662,-69.0663,105,6.1,268.12,SKKS,23.12,10,1.3,0.35,23.12,44.75,1.3,0.98,FALSE,Good,0.74
314,AM.VAND,20190222_101722,-2.199,-77.0231,132.36,7.5,289.49,SKS,31.49,44.75,2.8,0.98,78.49,44.75,0.8,0.98,FALSE,Poor,0.78
315,AM.VAND,20200717_025022,-7.8386,147.7754,73,7,86.87,SKS,85.87,44.75,1.7,0.98,-48.13,44.75,0,0.98,FALSE,Poor,0.66
316,AM.VAND,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.08,SKS,65.08,44.75,1.8,0.98,27.08,44.75,0.9,0.98,FALSE,Poor,0.68
317,AM.VAND,20150310_205544,6.7968,-73.0377,162,6.2,293.33,SKS,55.33,44.75,1.4,0.98,89,44.75,1.3,0.98,FALSE,Poor,0.52
318,AM.VAND,20150323_045137,-18.3544,-69.1883,127.1,6.4,270.07,SKS,76,44.75,1.7,0.98,48.07,44.75,0.7,0.98,TRUE,Good,0.97
319,AM.VAND,20141206_220510,-6.11,130.4829,116,6,96.65,SKS,-4.35,44.75,3.9,0.98,22.65,44.75,3.9,0.98,TRUE,Good,0.9
320,AM.VAND,20141014_035137,12.5893,-88.072,63.9,7.3,309.04,SKS,-70.96,22,0.8,0.95,78.04,44.75,0.5,0.58,TRUE,Fair,0.89
321,AM.VAND,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.08,SKS,65.08,44.75,1.8,0.98,27.08,44.75,0.9,0.98,FALSE,Poor,0.65
322,AM.VAND,20170713_033608,-4.7722,153.1958,34.78,6.4,80.8,SKS,-6.2,44.75,3.2,0.98,39.8,44.75,0.1,0.98,TRUE,Fair,0.84
323,AM.VAND,20180121_010642,-18.8524,-69.4564,116,6.3,269.78,SKS,72.78,6,1.9,0.5,39.78,44.75,0.8,0.98,FALSE,Poor,0.71
324,AM.VAND,20180308_173951,-4.3853,153.1874,22.53,6.8,80.5,SKS,77.5,44.75,3.9,0.98,29.5,41.75,0.1,0.98,TRUE,Fair,0.89
325,AM.VAND,20190201_161413,14.7628,-92.2981,67.93,6.6,313.96,SKS,35.96,17.5,1.6,0.73,-0.04,44.75,0.4,0.98,TRUE,Good,0.97
326,AM.VAND,20200603_073534,-23.2955,-68.4217,96.84,6.8,264.92,SKS,20.92,17,1.2,0.58,40.92,44.75,0.9,0.98,FALSE,Fair,0.69
327,AM.VAND,20160823_193944,-7.2805,122.4255,532.4,6,102.76,SKS,70.76,11.75,0.9,0.22,63.76,16,0.8,0.4,FALSE,Good,0.66
328,AM.VAND,20180828_070811,-10.8859,124.1187,14,6.2,104.36,SKS,-84.64,44.75,1.3,0.98,55.36,44.75,0.3,0.98,TRUE,Fair,0.89
329,AM.VAND,20190122_051003,-10.4663,119.0309,27.01,6.4,107.37,SKS,81.37,44.75,2.1,0.98,22.37,44.75,1.4,0.98,FALSE,Poor,0.78
330,AM.VAND,20200506_135356,-6.7949,129.8613,107,6.8,97.57,SKS,13.57,44.75,2.6,0.98,57.57,44.75,0.2,0.98,TRUE,Fair,0.85
331,AM.VAND,20200821_040952,-6.6869,123.4829,627.76,6.9,101.62,SKS,71.62,44.75,1.3,0.98,53.62,44.75,1.1,0.98,FALSE,Fair,0.74
332,AM.ZARN,20140316_211628,-19.9051,-70.6156,9.4,6.7,269.75,SKKS,12.75,44.75,2.8,0.98,60.75,44.75,0.7,0.98,FALSE,Poor,0.76
333,AM.ZARN,20150824_094125,-30.6497,-179.0971,224.5,6,87.65,SKKS,80.65,44.75,2.8,0.98,35.65,44.75,0.4,0.98,TRUE,Fair,0.85
334,AM.ZARN,20150916_225915,-31.618,-71.745,26.7,6.4,258.39,SKKS,-7.61,44.75,3.9,0.98,40.39,44.75,0.2,0.98,TRUE,Fair,0.83
335,AM.ZARN,20180114_091845,-15.7589,-74.7095,39,7.1,276.38,SKKS,19.38,44.75,3.9,0.98,71.38,44.75,0.4,0.98,TRUE,Good,0.98
336,AM.ZARN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.13,SKKS,19.13,19.25,1.9,0.9,53.13,44.75,1.2,0.98,FALSE,Poor,0.54
337,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,32.28,18.5,1,0.58,41.28,44.75,1,0.98,FALSE,Fair,0.67
338,AM.ZARN,20160528_094659,-56.2409,-26.9353,78,7.2,215.03,SKS,47.03,44.75,1.3,0.98,87.03,44.75,0.5,0.98,TRUE,Good,0.9
339,AM.ZARN,20161124_184348,11.9597,-88.8355,10.34,7,309.36,SKS,-45.64,44.75,1.3,0.98,-3.64,44.75,0.2,0.98,TRUE,Good,0.91
340,AM.ZARN,20180819_001940,-18.1125,-178.1536,600,8.2,70.42,SKS,80.42,44.75,3.6,0.98,-48.58,44.75,0.7,0.98,TRUE,Good,0.9
341,AM.ZARN,20181211_022632,-58.5981,-26.4656,164.66,7.1,212.82,SKS,53,14.75,1.1,0.5,67,44.75,0.8,0.98,FALSE,Fair,0.75
342,AM.ZARN,20190222_101722,-2.199,-77.0231,132.36,7.5,289.62,SKS,32.62,44.75,0.9,0.98,73.62,44.75,0.4,0.98,TRUE,Fair,0.89
343,AM.ZARN,20190301_085042,-14.7016,-70.135,267,7,274.18,SKS,29,10.25,2.5,0.7,38.18,44.75,2.1,0.98,FALSE,Fair,0.74
344,AM.ZARN,20200717_025022,-7.8386,147.7754,73,7,86.75,SKS,9.75,44.75,1.4,0.98,50.75,44.75,0.6,0.98,FALSE,Poor,0.67
345,AM.ZARN,20130209_141606,1.0345,-77.462,144.2,7,292.46,SKS,27.46,44.75,3.9,0.98,75.46,44.75,0.1,0.62,TRUE,Fair,0.83
346,AM.ZARN,20140316_211628,-19.9051,-70.6156,9.4,6.7,269.75,SKS,11.75,3.75,3.9,0.4,62.75,44.75,0.5,0.98,TRUE,Fair,0.85
347,AM.ZARN,20140403_015829,-20.3644,-70.5007,10.6,6.6,269.24,SKS,20.24,44.75,1.3,0.98,59.24,44.75,0.8,0.98,FALSE,Poor,0.69
348,AM.ZARN,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.24,SKS,44.24,44.75,3.9,0.98,-85.76,44.75,0.2,0.98,TRUE,Good,0.9
349,AM.ZARN,20140707_112354,14.724,-92.4614,53,6.9,314.16,SKS,-41.84,44.75,3.9,0.98,7.16,44.75,0.2,0.98,TRUE,Good,0.93
350,AM.ZARN,20140729_104613,17.81,-95.501,99,6.4,318.57,SKS,22,14,1.6,0.6,4,44.75,1.2,0.98,TRUE,Fair,0.89
351,AM.ZARN,20140824_232141,-14.52,-73.535,70,6.8,276.68,SKS,43,5.25,2.1,0.25,61,44.75,1.9,0.98,FALSE,Fair,0.25
352,AM.ZARN,20140824_232143,-14.589,-73.45,74.4,6.8,276.56,SKS,43,5.25,2.1,0.25,61,44.75,1.9,0.98,FALSE,Fair,0.25
353,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,27.28,16.5,1.3,0.58,51.28,31,1.2,0.98,FALSE,Fair,0.63
354,AM.ZARN,20150310_205544,6.7968,-73.0377,162,6.2,293.4,SKS,-57.6,44.75,3.9,0.98,-7.6,44.75,0.2,0.98,TRUE,Fair,0.86
355,AM.ZARN,20150323_045137,-18.3544,-69.1883,127.1,6.4,270.26,SKS,42,11.25,1.1,0.2,51,16,1.1,0.35,FALSE,Fair,0.53
356,AM.ZARN,20150916_140322,-6.0114,151.4768,6,6.1,82.82,SKS,89.82,44.75,3.9,0.98,-36.18,44.75,0.1,0.98,TRUE,Fair,0.87
357,AM.ZARN,20121210_165309,-6.4969,129.8684,161.5,7.1,97.31,SKS,13.31,1.25,3.9,0.3,60.31,44.75,0.3,0.98,TRUE,Good,0.96
358,AM.ZARN,20130406_044236,-3.4714,138.4743,69.4,7,89.44,SKS,-84.56,44.75,3.9,0.98,-34.56,44.75,0.1,0.98,TRUE,Fair,0.89
359,AM.ZARN,20140113_040104,18.9922,-66.8685,30.9,6.3,297.77,SKS,31.77,44.75,3.5,0.98,80.77,44.75,0.1,0.98,TRUE,Good,0.96
360,AM.ZARN,20140218_092714,14.596,-58.9719,28.3,6.5,289.4,SKS,31.4,2,2.3,0.35,71.4,44.75,0.6,0.98,FALSE,Poor,0.77
361,AM.ZARN,20140806_114528,-7.13,127.92,19.5,6.2,99.05,SKS,15.05,44.75,3.9,0.98,-24.95,44.75,0.1,0.98,TRUE,Fair,0.82
362,AM.ZARN,20130209_141606,1.0345,-77.462,144.2,7,292.46,SKS,28.46,44.75,3.5,0.98,77.46,44.75,0.2,0.68,FALSE,Poor,0.79
363,AM.ZARN,20131117_090456,-60.3783,-46.5876,7.9,7.8,216.96,SKS,-75.04,21.75,1.1,0.95,78.96,44.75,0.7,0.98,TRUE,Fair,0.8
364,AM.ZARN,20141014_035137,12.5893,-88.072,63.9,7.3,309.12,SKS,44.12,44.75,3.9,0.98,4.12,44.75,0.1,0.98,TRUE,Good,0.93
365,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,32.28,18.5,1,0.58,41.28,44.75,1,0.98,FALSE,Fair,0.67
366,AM.ZARN,20151217_194953,15.8009,-93.6294,85,6.6,315.81,SKS,-39.19,44.75,1.3,0.98,0.81,44.75,0.2,0.98,TRUE,Fair,0.87
367,AM.ZARN,20170614_072905,14.9823,-91.9882,94,6.9,313.91,SKS,-25.09,44.75,2.1,0.98,13.91,44.75,1.3,0.98,TRUE,Fair,0.82
368,AM.ZARN,20170622_123104,13.7527,-90.9488,46.82,6.8,312.28,SKS,49.28,44.75,3.9,0.98,-82.72,44.75,0.1,0.98,TRUE,Good,0.9
369,AM.ZARN,20170827_041751,-1.4513,148.0803,8,6.3,81.56,SKS,-88.44,2.25,3.9,0.43,-40.44,44.75,0.4,0.98,FALSE,Poor,0.77
370,AM.ZARN,20171127_071111,-4.5778,153.2342,52,6,80.48,SKS,52.48,44.75,1.9,0.98,-26.52,44.75,3.9,0.98,FALSE,Poor,0.77
371,AM.ZARN,20180308_173951,-4.3853,153.1874,22.53,6.8,80.36,SKS,89.36,44.75,3.9,0.98,54.36,44.75,0,0.98,FALSE,Poor,0.61
372,AM.ZARN,20180930_105224,-18.3465,-178.0788,564.13,6.7,70.61,SKS,-49.39,44.75,0.9,0.98,-62.39,44.75,0.8,0.98,TRUE,Good,0.9
373,AM.ZARN,20190201_161413,14.7628,-92.2981,67.93,6.6,314.05,SKS,-33.95,44.75,3.9,0.98,21.05,44.75,0.4,0.98,TRUE,Good,0.91
374,AM.ZARN,20190530_090328,13.1462,-89.3663,25,6.6,310.56,SKS,-38.44,44.75,2.6,0.98,3.56,44.75,0.6,0.98,FALSE,Poor,0.7
375,AM.ZARN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.13,SKS,31,20,1.9,0.9,40,44.75,1.8,0.98,FALSE,Fair,0.59
376,AM.ZARN,20151204_222500,-47.6165,85.0913,35,7.1,153.34,SKS,-61.66,21,0.4,0.6,-70.66,44.75,0.4,0.98,TRUE,Fair,0.87
377,AM.ZARN,20180325_201447,-6.6247,129.8138,169,6.4,97.45,SKS,11.45,44.75,1.6,0.98,53.45,44.75,0.1,0.98,TRUE,Fair,0.88
378,AM.ZARN,20180821_213147,10.7791,-62.907,146.18,7.3,289.2,SKS,34.2,6.75,1.8,0.57,68,44.75,0.7,0.98,FALSE,Poor,0.59
379,AM.ZARN,20190624_025339,-6.4078,129.1692,212,7.3,97.7,SKS,19.7,10.25,1.7,0.7,59.7,44.75,0.5,0.98,TRUE,Fair,0.85
380,AM.ZARN,20200821_040952,-6.6869,123.4829,627.76,6.9,101.62,SKS,21.62,44.75,3.6,0.98,68.62,44.75,0.5,0.98,TRUE,Fair,0.82
381,GO.AKH,20120423_173621,-28.6015,-177.3408,113.8,6,81.76,SKKS,55.76,19.25,0.9,0.6,38.76,17.5,0.7,0.5,FALSE,Fair,0.75
382,GO.AKH,20120703_103615,-40.06,173.66,239,6.3,104.78,SKKS,5.78,12.25,3.3,0.88,-38.22,44.75,0.5,0.98,TRUE,Good,0.93
383,GO.AKH,20121114_190205,-29.1789,-71.3863,61.5,6.2,261.39,SKKS,23.39,44.75,1.1,0.98,34.39,44.75,1,0.98,FALSE,Fair,0.61
384,GO.AKH,20130828_025441,-27.7888,179.7461,485.1,6.2,82.93,SKKS,66.93,44.75,2.1,0.98,29.93,44.75,0.8,0.98,TRUE,Fair,0.88
385,GO.AKH,20140202_092636,-32.9594,-177.9203,32.6,6.4,88.91,SKKS,81.91,4.75,2.5,0.8,36.91,44.75,0.4,0.98,TRUE,Good,0.93
386,GO.AKH,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.11,SKKS,30.11,9.25,1.7,0.4,46.11,44.75,1.4,0.98,FALSE,Fair,0.49
387,GO.AKH,20140703_195007,-30.4601,-176.4451,35,6.4,83.85,SKKS,77.85,44.75,3.9,0.98,28.85,44.75,0.1,0.98,TRUE,Good,0.92
388,GO.AKH,20140703_195010,-30.35,-176.3,49.1,6.3,83.56,SKKS,78.56,23.5,3.9,0.38,28.56,44.75,0.1,0.98,TRUE,Good,0.93
389,GO.AKH,20141116_223323,-37.5989,179.6109,34.5,6.7,98.08,SKKS,75.08,21.25,0.7,0.92,47.08,44.75,0.5,0.98,FALSE,Poor,0.55
390,GO.AKH,20160725_172650,-26.1049,-70.5074,72,6.1,264.05,SKKS,45.05,8.25,1.5,0.2,44.05,44.75,1.5,0.98,FALSE,Good,0.61
391,GO.AKH,20161104_162043,-35.1033,-70.9964,90.79,6.4,254.65,SKKS,11.65,4.75,2,0.25,27.65,44.75,1.5,0.98,FALSE,Fair,0.61
392,GO.AKH,20161120_205743,-31.6428,-68.7645,115.79,6.4,257.31,SKKS,47.31,10.5,1.5,0.38,42.31,44.75,1.4,0.98,FALSE,Good,0.68
393,GO.AKH,20170415_081943,-23.2706,-67.7655,155,6.2,265.13,SKKS,38.13,17.5,1.5,0.58,42.13,44.75,1.5,0.98,FALSE,Good,0.51
394,GO.AKH,20180114_091845,-15.7589,-74.7095,39,7.1,276.74,SKKS,55.74,21.25,2.1,0.92,72.74,44.75,2.3,0.98,FALSE,Poor,0.36
395,GO.AKH,20160804_141513,-22.3087,-66.0261,270,6.2,264.94,SKS,35.94,17.75,1,0.5,41.94,44.75,1,0.98,FALSE,Good,0.66
396,GO.AKH,20161124_184348,11.9597,-88.8355,10.34,7,309.39,SKS,23.39,4.75,2.6,0.62,-18.61,44.75,0.9,0.98,FALSE,Poor,0.59
397,GO.AKH,20120121_184713,14.933,-93.1422,63.5,6.2,314.88,SKS,26.88,44.75,2.1,0.98,-14.12,44.75,0.9,0.98,FALSE,Poor,0.58
398,GO.AKH,20120417_071349,-5.5336,147.125,208.2,6.9,84.94,SKS,31.94,20.25,0.7,0.68,44.94,44.75,0.7,0.98,FALSE,Fair,0.75
399,GO.AKH,20120514_100039,-17.7968,-69.7926,108.7,6.3,271.49,SKS,46.49,12.75,1.2,0.25,43.49,44.75,1.2,0.98,FALSE,Good,0.6
400,GO.AKH,20120528_050723,-28.021,-63.1134,591.1,6.7,257.82,SKS,48.82,44.75,2,0.98,10.82,44.75,1.5,0.98,FALSE,Poor,0.45
401,GO.AKH,20120604_004516,5.2944,-82.6322,15,6.3,299.79,SKS,20.79,44.75,2.2,0.98,-26.21,44.75,0.5,0.98,FALSE,Poor,0.77
402,GO.AKH,20120607_160318,-15.9117,-72.4723,106.7,6.2,275.02,SKS,21.02,44.75,1,0.98,49.02,41.75,0.5,0.98,TRUE,Fair,0.84
403,GO.AKH,20120725_112027,-9.669,159.8561,23.7,6.5,79.32,SKS,-18.68,44.75,3.9,0.98,-68.68,44.75,0,0.98,TRUE,Good,0.9
404,GO.AKH,20120728_200359,-4.654,153.1678,58.8,6.5,80.09,SKS,59.09,6.5,1.2,0.25,29.09,44.75,0.7,0.98,FALSE,Poor,0.78
405,GO.AKH,20120802_093831,-8.454,-74.2726,148.8,6,282.72,SKS,27.72,44.75,1.3,0.98,66.72,44.75,0.6,0.98,TRUE,Fair,0.82
406,GO.AKH,20121111_221459,14.0705,-92.3318,18.6,6.4,313.67,SKS,29.67,3.5,3.2,0.48,-11.33,44.75,0.9,0.98,TRUE,Fair,0.81
407,GO.AKH,20121119_094435,-5.7528,151.6402,22.9,6,82.01,SKS,58,15,0.7,0.25,34,44.75,0.5,0.98,FALSE,Fair,0.74
408,GO.AKH,20130615_173429,11.7418,-87.0457,41.4,6.4,307.76,SKS,27.76,44.75,2.1,0.98,-19.24,44.75,0.6,0.98,TRUE,Fair,0.84
409,GO.AKH,20130704_171557,-7.0042,155.7104,55.2,6,80.14,SKS,43,13.25,1.1,0.3,31,19.5,1,0.52,FALSE,Fair,0.7
410,GO.AKH,20130707_203007,-6.036,149.7262,65.9,6.6,83.55,SKS,-8.45,44.75,3.9,0.98,-50.45,44.75,0,0.98,TRUE,Good,0.9
411,GO.AKH,20130717_023743,-15.6661,-71.7458,13,6,274.73,SKS,56.73,7,1,0.08,37.73,44.75,1,0.98,FALSE,Fair,0.69
412,GO.AKH,20130726_213300,-58.0352,-24.28,17,6.3,212.62,SKS,22.62,44.75,1.2,0.98,-15.38,44.75,0.4,0.98,TRUE,Fair,0.87
413,GO.AKH,20130801_200142,-15.2651,-173.4982,29,6,61.44,SKS,-42.56,44.75,3.2,0.98,85.44,44.75,0.6,0.98,TRUE,Fair,0.86
414,GO.AKH,20130812_094931,-5.4117,-81.979,12.8,6.2,291.2,SKS,-84.8,44.75,1.2,0.98,60.2,44.75,0.6,0.98,TRUE,Fair,0.83
415,GO.AKH,20130907_001329,14.6678,-92.0911,74.1,6.4,313.82,SKS,30.82,4.25,3.9,0.53,-17.18,44.75,0.6,0.98,TRUE,Fair,0.81
416,GO.AKH,20131102_185347,-19.3532,-172.6354,19.3,6.2,65.02,SKS,-12.98,44.75,2.7,0.98,-28.98,44.75,3.9,0.98,TRUE,Fair,0.8
417,GO.AKH,20140302_093754,12.5888,-87.704,70.4,6.2,308.84,SKS,-34.16,44.75,2.4,0.98,9.84,44.75,0.9,0.98,FALSE,Poor,0.79
418,GO.AKH,20140311_220312,-3.1902,148.6003,16.3,6.1,82.13,SKS,70.13,7.5,2.3,0.78,31.13,44.75,0.7,0.98,FALSE,Poor,0.79
419,GO.AKH,20140315_235132,-5.6717,-80.9351,26.5,6.3,290.15,SKS,-86.85,44.75,0.7,0.98,63.15,44.75,0.4,0.98,FALSE,Poor,0.79
420,GO.AKH,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.11,SKS,38.11,6.5,1.3,0.15,42.11,17,1.3,0.4,FALSE,Good,0.64
421,GO.AKH,20140317_051133,-20.06,-70.8284,5.3,6.4,270.11,SKS,52.11,44.75,0.9,0.98,47.11,44.75,0.9,0.98,TRUE,Fair,0.8
422,GO.AKH,20140322_125957,-19.8225,-70.9441,4.4,6.2,270.41,SKS,41,8.75,1.2,0.15,41,14.25,1.2,0.35,FALSE,Good,0.73
423,GO.AKH,20140323_182001,-19.7033,-70.7814,13.9,6.2,270.41,SKS,26,4.75,2.1,0.33,28,13.5,2,0.52,FALSE,Good,0.64
424,GO.AKH,20140327_034944,-12.1378,166.6228,109.7,6,76.35,SKS,-3.65,44.75,1.9,0.98,34.35,44.75,0.5,0.98,FALSE,Poor,0.77
425,GO.AKH,20140403_015829,-20.3644,-70.5007,10.6,6.6,269.61,SKS,46.61,15.5,1.1,0.38,35.61,44.75,1.2,0.43,FALSE,Fair,0.65
426,GO.AKH,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.38,SKS,-48.62,44.75,3.9,0.98,89.38,44.75,0.1,0.98,TRUE,Good,0.96
427,GO.AKH,20140704_150027,-6.2304,152.8075,20,6.4,81.57,SKS,-11.43,44.75,2.1,0.98,-53.43,44.75,0.2,0.98,TRUE,Good,0.98
428,GO.AKH,20140707_112354,14.724,-92.4614,53,6.9,314.17,SKS,27.17,6.5,2.6,0.68,-17.83,44.75,1,0.98,FALSE,Poor,0.7
429,GO.AKH,20140721_145441,-19.8015,-178.4001,615.4,6.9,71.31,SKS,-23.69,44.75,3.9,0.98,-76.69,44.75,0.1,0.98,TRUE,Good,0.93
430,GO.AKH,20140729_104613,17.81,-95.501,99,6.4,318.55,SKS,24,44.75,2.2,0.98,-5,44.75,1.4,0.98,FALSE,Poor,0.65
431,GO.AKH,20140729_132740,-3.422,146.769,9.8,6.1,83.56,SKS,72.56,44.75,3.9,0.98,16.56,44.75,0.3,0.98,TRUE,Good,0.9
432,GO.AKH,20140729_132747,-3.34,146.72,12,6,83.53,SKS,72.53,44.75,3.9,0.98,17.53,44.75,0.2,0.98,TRUE,Good,0.91
433,GO.AKH,20140824_232141,-14.52,-73.535,70,6.8,277.01,SKS,47,9,1.3,0.2,49,20.75,1.3,0.55,FALSE,Good,0.5
434,GO.AKH,20140824_232143,-14.589,-73.45,74.4,6.8,276.89,SKS,56,12.75,1.2,0.28,53,17.75,1.2,0.38,FALSE,Good,0.62
435,GO.AKH,20140924_111613,-23.7849,-66.5888,204.5,6.2,263.91,SKS,53.91,44.75,2,0.98,26.91,44.75,1.5,0.95,FALSE,Poor,0.43
436,GO.AKH,20120930_163134,1.9079,-76.3716,155.2,7.2,292.39,SKS,-75.61,6.75,3.1,0.8,60.39,44.75,0.6,0.98,TRUE,Fair,0.85
437,GO.AKH,20130715_140341,-61.0527,-25.2274,19.9,7.3,210.38,SKS,-67.62,44.75,3.9,0.98,-33.62,44.75,3.9,0.98,FALSE,Poor,0.75
438,GO.AKH,20130717_023743,-15.6661,-71.7458,13,6,274.73,SKS,55.73,4.75,1,0.05,46.73,15.75,1,0.2,FALSE,Fair,0.74
439,GO.AKH,20131117_090456,-60.3783,-46.5876,7.9,7.8,217.28,SKS,-65.72,2.5,3.9,0.25,60.28,44.75,0.3,0.98,TRUE,Good,0.91
440,GO.AKH,20140412_201438,-11.2581,162.1387,15.3,7.6,78.98,SKS,68.98,12.25,2.8,0.85,24.98,44.75,0.6,0.98,FALSE,Poor,0.79
441,GO.AKH,20140413_123619,-11.4669,161.9601,34.2,7.4,79.29,SKS,49.29,12.25,1.4,0.42,31.29,44.75,1.2,0.98,FALSE,Fair,0.65
442,GO.AKH,20160725_172650,-26.1049,-70.5074,72,6.1,264.05,SKS,29.05,10,1.2,0.23,36.05,44.75,1.1,0.98,FALSE,Good,0.41
443,GO.AKH,20160804_141513,-22.3087,-66.0261,270,6.2,264.94,SKS,38.94,17.75,1,0.48,41.94,44.75,1,0.98,FALSE,Good,0.7
444,GO.AKH,20160821_034523,-55.2775,-31.7546,10,6.4,217.83,SKS,32.83,23.75,3.9,0.48,-16.17,44.75,0.1,0.98,TRUE,Good,0.98
445,GO.AKH,20160823_193944,-7.2805,122.4255,532.4,6,102.62,SKS,88.62,2.75,2.4,0.4,51.62,44.75,0.7,0.98,FALSE,Poor,0.69
446,GO.AKH,20160917_012017,-2.0829,140.5718,9,6,86.72,SKS,73.72,44.75,2,0.98,33.72,44.75,0.6,0.98,TRUE,Fair,0.8
447,GO.AKH,20171024_104747,-7.2364,123.0401,549.19,6.7,102.18,SKS,-87.82,2,2.7,0.45,51.18,44.75,0.6,0.98,FALSE,Poor,0.79
448,GO.AKH,20180226_133453,-2.7629,126.7272,9.91,6.1,96.4,SKS,-88.6,44.75,3.9,0.98,-50.6,44.75,0.3,0.98,FALSE,Poor,0.79
449,GO.BGD,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.1,SKKS,77.1,25.75,3.9,0.3,22.1,44.75,0.1,0.98,FALSE,Poor,0.79
450,GO.BGD,20130707_203007,-6.036,149.7262,65.9,6.6,83.67,SKS,7.67,44.75,1.8,0.98,-64.33,44.75,3.9,0.98,TRUE,Fair,0.87
451,GO.BGD,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.1,SKS,74,44.75,2.1,0.98,26,44.75,1,0.98,FALSE,Poor,0.63
452,GO.BGD,20140729_104613,17.81,-95.501,99,6.4,318.6,SKS,35.6,44.75,3,0.98,-12.4,44.75,0.7,0.98,FALSE,Poor,0.79
453,GO.BGD,20140413_123619,-11.4669,161.9601,34.2,7.4,79.45,SKS,-23.55,44.75,3.4,0.98,-74.55,44.75,0.4,0.98,FALSE,Poor,0.76
454,GO.CHVG,20140824_232141,-14.52,-73.535,70,6.8,276.72,SKS,87.72,44.75,3.9,0.98,-50.28,38.5,0.2,0.98,TRUE,Fair,0.86
455,GO.CHVG,20140824_232143,-14.589,-73.45,74.4,6.8,276.6,SKS,87.6,44.75,3.9,0.98,-51.4,38,0.2,0.98,TRUE,Fair,0.88
456,GO.DGRG,20191203_084636,-18.5597,-70.6504,32.44,6,272.67,SKKS,-13.33,6.25,3.9,0.6,-62.33,44.75,0.8,0.98,TRUE,Good,0.9
457,GO.DGRG,20200717_025022,-7.8386,147.7754,73,7,87.54,SKS,80.54,44.75,3,0.98,35.54,44.75,0.3,0.98,TRUE,Fair,0.84
458,GO.DGRG,20200506_135356,-6.7949,129.8613,107,6.8,98.57,SKS,18.57,44.75,1.4,0.98,56.57,44.75,0.4,0.98,TRUE,Fair,0.88
459,GO.GUDG,20121114_190205,-29.1789,-71.3863,61.5,6.2,262.77,SKKS,-1.23,44.75,3.9,0.98,49.77,44.75,0.1,0.98,TRUE,Good,0.9
460,GO.GUDG,20130615_112037,-33.9023,179.4859,210,6,91.25,SKKS,-2.75,1.75,3.9,0.65,-47.75,44.75,0.3,0.98,TRUE,Good,0.9
461,GO.GUDG,20140202_092636,-32.9594,-177.9203,32.6,6.4,88.03,SKKS,-79.97,44.75,0.9,0.98,-48.97,44.75,0.4,0.98,FALSE,Poor,0.75
462,GO.GUDG,20140316_211628,-19.9051,-70.6156,9.4,6.7,271.42,SKKS,84.42,44.75,3.3,0.98,35.42,44.75,0.4,0.98,TRUE,Good,0.92
463,GO.GUDG,20121114_190205,-29.1789,-71.3863,61.5,6.2,262.77,SKS,32.77,13.25,1.8,0.5,-83.23,44.75,2.8,0.98,FALSE,Poor,0.24
464,GO.GUDG,20130707_203007,-6.036,149.7262,65.9,6.6,83.94,SKS,-66.06,44.75,0.5,0.98,-56.06,44.75,0.4,0.98,TRUE,Fair,0.83
465,GO.GUDG,20131016_103100,-6.4787,154.9648,58,6.8,80.58,SKS,-26.42,20.5,1,0.92,-58.42,44.75,0.5,0.98,TRUE,Fair,0.8
466,GO.GUDG,20140316_211628,-19.9051,-70.6156,9.4,6.7,271.42,SKS,74.42,16.75,2.4,0.85,36.42,44.75,1.1,0.98,FALSE,Poor,0.73
467,GO.GUDG,20130715_140341,-61.0527,-25.2274,19.9,7.3,210.99,SKS,-63.01,44.75,3.9,0.98,74.99,44.75,0,0.98,TRUE,Good,0.9
468,GO.GUDG,20140412_201438,-11.2581,162.1387,15.3,7.6,79.15,SKS,85.15,44.75,3.9,0.98,43.15,44.75,0.1,0.98,FALSE,Poor,0.76
469,GO.GUDG,20140413_123619,-11.4669,161.9601,34.2,7.4,79.46,SKS,82.46,21.25,2.3,0.95,-52.54,44.75,0.2,0.98,TRUE,Good,0.92
